Marke,ParentSKU,ProductName,Revenue_total,MCP_Name,MCP_Type,MCP_Brand,MCP_Color_keys,MCP_Color_labels,MCP_Collection,MCP_Cut,MCP_Surface,MCP_Features,MCP_Gender,MCP_resolved
HO Soccer,HO0520371,HO Soccer Pro Evolution NG,4099.18,HO Soccer Pro Evolution NG Web Lime,configurable,HO SOCCER,"yellow, black","Gelb, Schwarz",,Innennaht (NC),Trocken,,,true
reusch,R5172900-2199,Reusch Pure Contact Fusion TW-Handschuh,4079.06,Reusch Pure Contact Fusion Kids,configurable,REUSCH,"yellow, blue","Gelb, Blau",Reusch Pure Contact,Innennaht (NC),Trocken,"Bequem, Halt, Leicht",,true
Sells Goalkeeper,SGP151610,Sells Wrap Climalite EC-16 Torwarthands,4033.94,Sells Wrap Climalite EC-16,configurable,SELLS,"black, orange","Schwarz, Orange",Sells Wrap,Rollfinger (GC),"Trocken, Nässe / Regen",,Herren,true
rehab,RH1022-564,Rehab Fighter NC CG6 Torwarthandschuhe,4031.22,Rehab Fighter NC green,configurable,rehab goalkeeping,"white, green","Weiß, Grün",,Innennaht (NC),"Normaler Rasen, Trocken","Dämpfung, Grip, Leicht, Atmungsaktiv","Herren, Damen",true
reusch,10288756_5470255_4411,Reusch Attrakt Silver NC TW-Handschuhe,4028.52,Reusch Attrakt Silver NC,configurable,REUSCH,"blue, gold","Blau, gold",Reusch Attrakt,Innennaht (NC),Trocken,,"Herren, Damen",true
rehab,RH1006-068,rehab Extreme CG3 NC (red),4023.8,rehab Extreme CG3 NC Graphic Red,configurable,rehab goalkeeping,"red, white","Rot, Weiß",rehab Extreme,Innennaht (NC),Trocken,,,true
reusch,R3270870-501,reusch Keon SG Plus,3983.54,reusch Keon SG Plus,configurable,REUSCH,,,,,,,,true
reusch,R5170745-7700,reusch ATTRAKT FREEGEL INFINITY RESISTOR,3970.84,reusch Attrakt Freegel Infinity Resistor,configurable,REUSCH,"black, white","Schwarz, Weiß",,Innennaht (NC),Kunstrasen / Halle / Bolzplatz,,,true
Puma,10351267_042081_04,PUMA ULTRA Ultimate Hybrid Torwarthands,3933.44,PUMA ULTRA Ultimate Hybrid White,configurable,PUMA,white,Weiß,PUMA ULTRA,Hybrid (Mix),Trocken,,Herren,true
reusch,R5160245-1089,reusch FREEGEL Silver Italian Flag,3880.02,reusch FREEGEL Silver Italian Flag,configurable,REUSCH,"white, blue","Weiß, Blau",,"Innennaht (NC), Rollfinger (GC)",Trocken,,,true
reusch,R5070205-4949,reusch Pure Contact III S1 #KsEdition,3869.73,Reusch Pure Contact S1 #KsEdition,configurable,REUSCH,"red, blue","Rot, Blau",Reusch Pure Contact,Innennaht (NC),Trocken,,,true
uhlsport,U1011382-001,Uhlsport Cybertec Soft Flex Frame,3867.69,Uhlsport Cybertec Soft Flex Frame,configurable,uhlsport,"white, blue","Weiß, Blau",uhlsport Fangmaschine,"Innennaht (NC), Außennaht (RC)","Normaler Rasen, Trocken",,,true
Sells Goalkeeper,10273103_SGP202309_000,Sells Pistol Aqua Fit TW-Handschuhe Wei,3857.04,SELLS Pistol Aqua Fit,configurable,SELLS,"white, blue","Weiß, Blau",,,,,"Herren, Damen",true
Puma,P041829-01,MyPUMA Grip 1 Pro,3855.48,MyPUMA Grip 1 Pro Glove Creator,configurable,PUMA,,,PUMA ULTRA,"Innennaht (NC), Außennaht (RC), Rollfinger (GC), Hybrid (Mix)","Trocken, Kunstrasen / Halle / Bolzplatz, Nässe / Regen",,,true
Elite Sport,EL4003850,Elite Sports Neo Revolution 4mm Torwart,3826.53,Elite Neo Revolution II Aqua,configurable,ELITE SPORT,"black, blue","Schwarz, Blau",ELITE Neo,Hybrid (Mix),"Rasen nass, Nässe / Regen","Atmungsaktivität, Dämpfung, Grip, Leicht, Atmungsaktiv",,true
rehab,RH1000-616,Rehab Extreme CG3 NC TW-Handschuh Grau,3820.43,Rehab Extreme CG3 NC Mechanics,configurable,rehab goalkeeping,grey,Grau,rehab Extreme,Innennaht (NC),Trocken,"Atmungsaktivität, Dämpfung, Schutz",Herren,true
reusch,R5670965-4126,Reusch Attrakt Gold X Roll Finger Torwa,3815.71,Reusch Attrakt Gold X Roll Finger,configurable,REUSCH,blue,Blau,Reusch Attrakt,Rollfinger (GC),"Normaler Rasen, Trocken","Atmungsaktivität, Dämpfung, Grip, Atmungsaktiv",,true
rehab,RH1000-119,Rehab Extreme CG3 NC TW-Handschuh Blau,3815.56,Rehab Extreme CG3 NC Tactics,configurable,rehab goalkeeping,"blue, green","Blau, Grün",rehab Extreme,Innennaht (NC),Trocken,"Atmungsaktivität, Dämpfung, Schutz",Herren,true
reusch,R3470400-405,reusch Waorani Pro A2 Ortho-Tec aqua,3777.17,reusch Waorani Pro A2 Ortho-Tec aqua,configurable,REUSCH,,,,,,,,true
rehab,RH1006-385,rehab Extreme CG3 NC (Croatia),3748.83,rehab Extreme CG3 NC Croatia,configurable,rehab goalkeeping,"red, white","Rot, Weiß",rehab Extreme,Innennaht (NC),Trocken,,,true
reusch,R5670055-4126,Reusch Attrakt Duo Evolution Torwarthan,3736.16,Reusch Attrakt Duo Evolution,configurable,REUSCH,blue,Blau,Reusch Attrakt,"Rollfinger (GC), Hybrid (Mix)","Normaler Rasen, Trocken","Atmungsaktivität, Dämpfung, Grip, Atmungsaktiv",,true
NIKE,NGS3886-100,Nike Mercurial Touch Elite TW-Handschuh,3713.43,Nike Mercurial Touch Elite,configurable,NIKE,white,Weiß,"NIKE Mercurial, NIKE Mercurial",Innennaht (NC),Trocken,"Grip, Individuelle Passform, Ballkontrolle, Leicht, ACC-Technologie","Herren, Damen",true
Puma,10351266_042081_02,PUMA ULTRA Ultimate Hybrid Torwarthands,3708.05,PUMA ULTRA Ultimate Hybrid Hot Pursuit Pack,configurable,PUMA,orange,Orange,PUMA FUTURE,Hybrid (Mix),"Normaler Rasen, Trocken","Atmungsaktivität, Dämpfung, Grip, Leicht, Atmungsaktiv",Herren,true
reusch,R5670725-4127,Reusch Attrakt Infinity Evolution NC To,3695.06,Reusch Attrakt Infinity Evolution NC,configurable,REUSCH,blue,Blau,Reusch Attrakt,"Innennaht (NC), Hybrid (Mix)","Kunstrasen / Halle / Bolzplatz, Kunstrasen / Hartplatz","Dämpfung, Grip, Atmungsaktiv",,true
reusch,R5670964-4126,Reusch Attrakt Gold X Evolution Torwart,3687.18,Reusch Attrakt Gold X Evolution,configurable,REUSCH,blue,Blau,Reusch Attrakt,"Rollfinger (GC), Hybrid (Mix)",Normaler Rasen,"Atmungsaktivität, Dämpfung, Grip, Atmungsaktiv",,true
reusch,R5272235_6006,Reusch Attrakt Freegel Silver Torwartha,3677.29,Reusch Attrakt Freegel Silver Junior,configurable,REUSCH,"yellow, grey","Gelb, Grau","Reusch Attrakt, Reusch Freegel","Innennaht (NC), Schmal",Trocken,"Bequem, Grip, Halt, Schutz, Leicht",,true
Elite Sport,EL4003730,Elite Sports Neo Revolution 4mm Torwart,3676.09,Elite Neo Revolution X White/Black,configurable,ELITE SPORT,"black, white","Schwarz, Weiß",ELITE Neo,Innennaht (NC),"Normaler Rasen, Trocken","Dämpfung, Grip, Leicht, Atmungsaktiv",,true
uhlsport,U1070,Uhlsport Aquagrip HN Torwarthandschuh B,3672.42,Uhlsport Aquagrip NC,configurable,uhlsport,"blue, green","Blau, Grün",Uhlsport Aquagrip,"Innennaht (NC), Außennaht (RC)",Nässe / Regen,"Grip, Größere Ballkontaktfläche, Ballkontrolle, Haltbarkeit",Herren,true
HO Soccer,HO520284,HO Soccer SSG Legend Ergo Gecko TW-Hand,3672.24,HO SSG Legend Ergo Gecko Lime Skin,configurable,HO SOCCER,green,Grün,,Innennaht (NC),Trocken,"Atmungsaktivität, Bequem, Dämpfung, Grip, Halt, Haltbarkeit, Leicht","Herren, Damen",true
Puma,P042116-01,PUMA Future Ultimate Brilliance Nc Torw,3620.55,PUMA FUTURE Ultimate NC Brilliance,configurable,PUMA,white,Weiß,PUMA FUTURE,Innennaht (NC),"Normaler Rasen, Trocken",,,true
HO Soccer,HO0515172IT,HO Soccer One Hardground NG DNA IV,3599.64,HO Soccer One Hardground NG DNA IV,configurable,HO SOCCER,"yellow, black","Gelb, Schwarz",,Innennaht (NC),Kunstrasen / Halle / Bolzplatz,,,true
Puma,P042115-01,PUMA Ultra Ultimate Brilliance Hybrid T,3565.06,PUMA ULTRA Ultimate Hybrid Brilliance,configurable,PUMA,white,Weiß,PUMA ULTRA,Innennaht (NC),"Normaler Rasen, Trocken",,,true
rehab,RH1006-405,Rehab Extreme CG3 NC TW-Handschuh Blau,3529.52,Rehab Extreme CG3 NC,configurable,rehab goalkeeping,"black, blue","Schwarz, Blau",,Innennaht (NC),Trocken,"Bequem, Grip, Haltbarkeit, Leicht",Herren,true
uhlsport,U1154,Uhlsport Absolutgrip HN Pro TW-Handschu,3459.51,Uhlsport Absolutgrip NC Pro Kids,configurable,uhlsport,"blue, orange","Blau, Orange",Uhlsport Absolutgrip,"Innennaht (NC), Außennaht (RC)",Trocken,"Atmungsaktivität, Bequem, Dämpfung, Grip",,true
uhlsport,ETS1011170_001,Uhlsport Pure Alliance Supersoft Handsc,3425.73,Uhlsport Pure Alliance Supersoft,configurable,uhlsport,"yellow, white","Gelb, Weiß",,Außennaht (RC),Trocken,"Atmungsaktivität, Bequem, Grip, Haltbarkeit",Herren,true
uhlsport,U1160,uhlsport Soft Resist RC,3414.04,uhlsport Soft Resist RC,configurable,uhlsport,"black, orange","Schwarz, Orange",,Außennaht (RC),Kunstrasen / Halle / Bolzplatz,,,true
T1tan,TT202004,KEEPERsport x T1TAN Beast 2.0 TW-Handsc,3410.17,KEEPERsport x T1TAN Beast 2.0,configurable,T1tan,"yellow, black","Gelb, Schwarz",,Innennaht (NC),Trocken,"Bequem, Grip, Elastizität",Herren,true
Puma,10351300_042118_01,PUMA FUTURE Pro RE-CHARGE Hybrid Torwar,3375.22,PUMA FUTURE Pro Hybrid RE-CHARGE,configurable,PUMA,lightpink,lightpink,PUMA FUTURE,Hybrid (Mix),Trocken,,,true
HO Soccer,HO0520368,HO Soccer SSG Kontrol Knit tech,3361.25,HO Soccer SSG Kontrol Knit NG,configurable,HO SOCCER,"black, orange","Schwarz, Orange",,Innennaht (NC),Trocken,,,true
HO Soccer,HO520286,HO Soccer SSG Legend Ergo Gecko Torwart,3344.0,HO SSG Legend Ergo Gecko White Skin,configurable,HO SOCCER,white,Weiß,,Innennaht (NC),Trocken,"Atmungsaktivität, Bequem, Dämpfung, Grip, Halt, Haltbarkeit, Leicht",Herren,true
reusch,ETS5070115_1091,Reusch Attrakt Freegel G3 TW-Handschuh,3319.92,Reusch Attrakt Freegel G3,configurable,REUSCH,"white, blue","Weiß, Blau",,Innennaht (NC),Trocken,"Bequem, Grip, Leicht",Herren,true
HO Soccer,HO520296,HO Soccer First Evolution III TW-Handsc,3263.52,HO First Evolution III Graffity Creepy Lime,configurable,HO SOCCER,green,Grün,,Innennaht (NC),Trocken,"Atmungsaktivität, Bequem, Dämpfung, Grip, Halt, Haltbarkeit, Leicht","Herren, Damen",true
gloveglu,RPB70102101,Glove Glu Bare Skinn NC,3251.42,Glove Glu Bare Skinn NC,configurable,gloveglu,black,Schwarz,,Innennaht (NC),"Normaler Rasen, Trocken","Atmungsaktivität, Dämpfung, Leicht, Atmungsaktiv",,true
Puma,P041640-01,PUMA King Aqua Torwarthandschuhe Schwar,3214.29,PUMA King Aqua,configurable,PUMA,"black, gold","Schwarz, gold",,Außennaht (RC),Nässe / Regen,"Bequem, Grip, Ballkontrolle, Haltbarkeit","Herren, Damen",true
erima,ETS7221801_465032,Erima Flexinator Ultra Knit TW-Handschu,3208.24,,,,,,,,,,,true
reusch,R5670905-4126,Reusch Attrakt Fusion NC Torwarthandsch,3200.09,Reusch Attrakt Fusion NC,configurable,REUSCH,blue,Blau,Reusch Attrakt,Innennaht (NC),"Normaler Rasen, Trocken","Atmungsaktivität, Dämpfung, Grip, Schutz, Atmungsaktiv",,true
reusch,R5670955-4126,Reusch Attrakt Gold X NC Torwarthandsch,3177.0,Reusch Attrakt Gold X NC,configurable,REUSCH,blue,Blau,Reusch Attrakt,Innennaht (NC),"Normaler Rasen, Trocken","Atmungsaktivität, Dämpfung, Grip, Atmungsaktiv",,true
HO Soccer,HO511286IT,HO SOCCER First Superlight NC Black T.,3172.75,HO SOCCER First Superlight NC Black T.,configurable,HO SOCCER,black,Schwarz,,,,,,true
HO Soccer,10271328_510294_000,HO Soccer Ghotta Special Edition TW-Han,3150.92,HO Soccer Ghotta Special Edition TW-Han,configurable,HO SOCCER,"white, blue","Weiß, Blau",,,Nässe / Regen,,Herren,true
rehab,RH1001-628,rehab Master CG2 NC,3147.47,rehab Master CG2 NC,configurable,rehab goalkeeping,"white, grey","Weiß, Grau",rehab Master,Innennaht (NC),Trocken,,,true
rehab,RH1000-007,Rehab Extreme CG3 NC PaintAttack TW-Han,3128.89,Rehab Extreme CG3 NC PaintAttack,configurable,rehab goalkeeping,"yellow, green","Gelb, Grün",rehab Extreme,Innennaht (NC),Trocken,"Atmungsaktivität, Dämpfung, Schutz",Herren,true
erima,E7220701,Erima Tec Lite Match 2.0,3099.26,Erima Tec Lite Match 2.0,configurable,erima,"blue, green","Blau, Grün",,Außennaht (RC),Trocken,"Grip, Ballkontrolle, Schutz, Leicht",,true
HO Soccer,HO520289,HO Soccer First Evolution III Torwartha,3085.91,HO First Evolution III Graffity Creepy Orange,configurable,HO SOCCER,orange,Orange,,Innennaht (NC),"Normaler Rasen, Trocken","Atmungsaktivität, Bequem, Dämpfung, Grip, Halt, Haltbarkeit, Leicht",Herren,true
reusch,R5670745-7700,Reusch Attrakt Infinity Resistor Torwar,3050.43,Reusch Attrakt Infinity Resistor,configurable,REUSCH,black,Schwarz,Reusch Attrakt,"Rollfinger (GC), Hybrid (Mix)",Kunstrasen / Hartplatz,"Atmungsaktivität, Dämpfung, Schutz, Atmungsaktiv",,true
reusch,R3270871-501,reusch Keon,3034.69,reusch Keon,configurable,REUSCH,,,,,,,,true
KEEPERsport,KS10007-111,KEEPERsport Varan6 Premier NC,3032.33,KEEPERsport Varan6 Premier NC,configurable,KEEPERsport,"red, white","Rot, Weiß",KEEPERsport Varan,Innennaht (NC),Trocken,"Atmungsaktivität, Bequem, Dämpfung, Ballkontrolle",Herren,true
HO Soccer,HO520300,HO Soccer Ghotta Evo2 RN Torwarthandsch,3018.21,HO Soccer Ghotta Evo2 RN Silver Legend,configurable,HO SOCCER,"white, orange","Weiß, Orange",,Hybrid (Mix),Nässe / Regen,"Bequem, Dämpfung, Leicht","Herren, Damen",true
reusch,ETS5070931_6001,Reusch Pure Contact X-Ray 3 G3 Fusion G,3013.52,Reusch Pure Contact X-Ray 3 G3 Fusion,configurable,REUSCH,"black, grey","Schwarz, Grau",,Innennaht (NC),Trocken,"Bequem, Grip, Leicht",Herren,true
uhlsport,ETS1011163_001,Uhlsport Pure Alliance SG+ Reflex TW-Ha,3010.73,Uhlsport Pure Alliance SG+ Reflex,configurable,uhlsport,"yellow, white","Gelb, Weiß",,Innennaht (NC),Trocken,"Atmungsaktivität, Bequem, Grip, Haltbarkeit, Supergrip",Herren,true
uhlsport,U1182-01,Uhlsport D.Impulse Supergrip 360 TW-Han,3003.45,Uhlsport D.Impulse Supergrip 360,configurable,uhlsport,"yellow, orange","Gelb, Orange",,"Außennaht (RC), Hybrid (Mix)",Trocken,"Bequem, Dämpfung, Individuelle Passform, Haltbarkeit",Herren,true
rehab,RH1006-558,Rehab Extreme CG3 NC TW-Handschuh Schwa,2975.61,Rehab Extreme CG3 NC,configurable,rehab goalkeeping,"black, green","Schwarz, Grün",,Innennaht (NC),Trocken,"Bequem, Grip, Haltbarkeit, Leicht",Herren,true
uhlsport,U1118-03,Uhlsport Supergrip HN Torwarthandschuh,2931.02,Uhlsport Supergrip NC,configurable,uhlsport,"yellow, black","Gelb, Schwarz",,Innennaht (NC),Trocken,"Dämpfung, Grip, Größere Ballkontaktfläche, Ballkontrolle, Haltbarkeit, Elastizität, Supergrip",Herren,true
rehab,RH1000-021,rehab Extreme CG3 NC (yellow),2928.63,rehab Extreme CG3 NC (yellow),configurable,rehab goalkeeping,yellow,Gelb,rehab Extreme,Innennaht (NC),Trocken,,,true
uhlsport,U1011344-01,uhlsport Soft Resist+ Torwarthandschuhe,2924.27,uhlsport Soft Resist+,configurable,uhlsport,"red, black","Rot, Schwarz",,,,,,true
reusch,ETS3770990_484,Reusch Serathor Supreme G2 Ortho-Tec Bl,2886.14,,,,,,,,,,,true
erima,10295815_7222404_000,Erima Flex-Ray Hardground TW-Handschuh,2855.07,Erima Flex-Ray Hardground,configurable,erima,"yellow, grey","Gelb, Grau",Erima FLEX,Innennaht (NC),"Kunstrasen / Halle / Bolzplatz, Kunstrasen / Hartplatz","Dämpfung, Schutz",,true
reusch,ETS5172200_2199,Reusch Pure Contact TW-Handschuh Junior,2850.1,Reusch Pure Contact Junior,configurable,REUSCH,yellow,Gelb,Reusch Pure Contact,Innennaht (NC),Trocken,"Bequem, Halt, Leicht",,true
reusch,R5170935-3002,Reusch Attrakt Freegel Gold X TW-Handsc,2848.68,Reusch Attrakt Freegel X,configurable,REUSCH,"red, white","Rot, Weiß","Reusch Attrakt, Reusch Freegel",Innennaht (NC),Trocken,"Bequem, Dämpfung, Grip, Ballkontrolle",Herren,true
NIKE,ETSCN5650_010,Nike Vapor Grip3 Daybreak Torwarthandsc,2841.51,Nike Vapor Grip3 Daybreak,configurable,NIKE,"yellow, black","Gelb, Schwarz",NIKE Vapor,Hybrid (Mix),Trocken,"Bequem, Dämpfung, Grip, Schutz, ACC-Technologie",Herren,true
rehab,RH1006-006,Rehab Extreme CG3 NC TW-Handschuh Blau,2830.77,Rehab Extreme CG3 NC,configurable,rehab goalkeeping,"yellow, blue","Gelb, Blau",rehab Extreme,Innennaht (NC),Trocken,"Bequem, Grip, Haltbarkeit, Leicht",Herren,true
reusch,R5399453-1101,Reusch DUO x Campione d'Italia Meret,2811.78,,,,,,,,,,,true
HO Soccer,HO0515170IT,HO Soccer SSG Legend Negative DNA IV,2799.41,HO Soccer SSG Legend III NG DNA IV,configurable,HO SOCCER,"yellow, black","Gelb, Schwarz",,Innennaht (NC),Trocken,,,true
HO Soccer,HO0515169IT,Ghotta EVO2 RN DNA IV,2796.52,Ghotta EVO2 RN DNA IV,configurable,HO SOCCER,yellow,Gelb,,Innennaht (NC),,,,true
One Glove,OG1-MONSTER-SL,OG1 Mentality Monster Hyla SL,2792.29,OG1 Mentality Monster Hyla SL,configurable,One Glove,"green, turquoise","Grün, Türkis",,Hybrid (Mix),Trocken,,,true
HO Soccer,HO520298,HO Soccer Kontrol Knit Tech Torwarthand,2759.24,HO Soccer Kontrol Knit Tech,configurable,HO SOCCER,blue,Blau,,Innennaht (NC),Trocken,"Atmungsaktivität, Bequem, Halt, Haltbarkeit, Leicht","Herren, Damen",true
erima,E7222002,Erima Flex RD Pro Torwarthandschuhe Gra,2752.22,Erima Flex RD Pro,configurable,erima,"black, grey","Schwarz, Grau",,Innennaht (NC),Trocken,,Herren,true
Elite Sport,EL4003910,Elite Sports Neo Rev x Gt 4mm Torwartha,2751.58,Elite NEO Revolution X GT,configurable,ELITE SPORT,,,,Hybrid (Mix),Trocken,,,true
erima,E7222003,erima FLEX RD Robusto,2745.13,erima FLEX RD Robusto,configurable,erima,"yellow, green","Gelb, Grün",,Innennaht (NC),Trocken,,,true
One Glove,OG1-DOUBT-SL,One Glove OG1 Doubters HYL SL,2723.01,OG1 Doubters Hyla SL,configurable,One Glove,"red, black","Rot, Schwarz",,Hybrid (Mix),Trocken,,,true
Sells Goalkeeper,SGP151626,Sells Axis 360 Climatlite EC-16 Handsch,2672.89,Sells Axis 360 Climatlite EC-16,configurable,SELLS,"black, orange","Schwarz, Orange",Sells Axis,Außennaht (RC),Trocken,,Herren,true
KEEPERsport,KS10027-B-STOCK,KS Varan7 Premier Resist NC B-Stock,2669.96,KS Varan7 Premier Resist NC B-Stock,configurable,KEEPERsport,"yellow, black","Gelb, Schwarz",,,,,Herren,true
Elite Sport,EL4003260,Elite Sports Orca Torwarthandschuhe Meh,2634.65,Elite Orca,configurable,ELITE SPORT,"white, blue","Weiß, Blau",,Rollfinger (GC),"Normaler Rasen, Trocken","Atmungsaktivität, Dämpfung, Grip, Leicht, Atmungsaktiv",,true
reusch,R3370101-103,reusch Argos Pro M1 Ortho-Tec,2608.64,reusch Argos Pro M1 Ortho-Tec,configurable,REUSCH,,,,,,,,true
uhlsport,ETS1011188_01,Uhlsport Pure Allicance Supergrip+ 360,2605.43,Uhlsport Pure Alliance Supergrip+ 360 Grad,configurable,uhlsport,"yellow, white","Gelb, Weiß",,Außennaht (RC),Trocken,"Bequem, Dämpfung, Grip, Leicht",Herren,true
NIKE,NGS3381-892,Nike Grip 3 Torwarthandschuh Orange F89,2599.47,Nike Grip 3,configurable,NIKE,orange,Orange,,"Außennaht (RC), Hybrid (Mix)",Trocken,"Bequem, Dämpfung, Grip, Ballkontrolle, Schutz, Leicht","Herren, Damen",true
erima,10295813_7222403_000,Erima Flex-Ray Robusto TW-Handschuh Kid,2594.5,Erima Flex-Ray Robusto,configurable,erima,"red, grey","Rot, Grau",Erima FLEX,Innennaht (NC),"Normaler Rasen, Trocken","Dämpfung, Schutz",,true
HO Soccer,HO515023,FIRST SUPERLIGHT NEGATIVE DARKSIDE,2586.4,FIRST SUPERLIGHT NEGATIVE DARKSIDE,configurable,HO SOCCER,black,Schwarz,HO SOCCER First Superlight,Innennaht (NC),Normaler Rasen,,,true
reusch,R5670735-7700,Reusch Attrakt Freegel Infinity Torwart,2579.97,Reusch Attrakt Freegel Infinity,configurable,REUSCH,black,Schwarz,"Reusch Attrakt, Reusch Freegel","Innennaht (NC), Hybrid (Mix)","Kunstrasen / Halle / Bolzplatz, Kunstrasen / Hartplatz","Atmungsaktivität, Dämpfung, Schutz, Atmungsaktiv",,true
rehab,RH1000-999,Rehab Extreme CG3 NC PaintAttack TW-Han,2570.06,Rehab Extreme CG3 NC PaintAttack,configurable,rehab goalkeeping,"red, black","Rot, Schwarz",rehab Extreme,Innennaht (NC),Trocken,"Atmungsaktivität, Dämpfung, Schutz",Herren,true
reusch,ETS3670100_767,Reusch Re:pulse Pro G2 OT Torwarthandsc,2566.15,Reusch Re:pulse Pro G2 OT,configurable,REUSCH,"black, orange","Schwarz, Orange",,,,,Herren,true
HO Soccer,10271335_520250_000,HO Soccer SSG Legend II Negative Hyper,2562.55,HO SSG Legend II Negative Hyper Blue,configurable,HO SOCCER,"black, blue","Schwarz, Blau",,Innennaht (NC),Trocken,,Herren,true
reusch,10288753_5472710_4411,Reusch Torwarthandschuhe Kids Blau,2555.74,Reusch Attrakt Infinity Finger Support,configurable,REUSCH,"blue, gold","Blau, gold",Reusch Attrakt,Außennaht (RC),Kunstrasen / Halle / Bolzplatz,,,true
uhlsport,U1144,Uhlsport Dyn Impulse Supersoft HN TW-Ha,2545.57,Uhlsport Dyn Impulse Supersoft NC,configurable,uhlsport,"yellow, orange","Gelb, Orange",,Innennaht (NC),Trocken,"Atmungsaktivität, Bequem, Dämpfung, Schutz, Leicht",Herren,true
One Glove,NXT-PRO-DOUBT-HYL,NXT Pro Doubters HYL,2522.62,NXT Pro Doubters HYL,configurable,One Glove,"red, white","Rot, Weiß",,Hybrid (Mix),"Normaler Rasen, Trocken","Atmungsaktivität, Dämpfung, Grip, Leicht, Atmungsaktiv",,true
Elite Sport,EL4003970,Elite Sports Neo Rev x Emerald 4mm Torw,2513.97,Elite Sports Neo Revolution X Emerald,configurable,ELITE SPORT,white,Weiß,ELITE Neo,,"Normaler Rasen, Trocken","Dämpfung, Grip, Leicht, Atmungsaktiv",,true
uhlsport,U1175-02,Uhlsport Supergrip Reflex Torwarthandsc,2510.85,Uhlsport Supergrip Reflex,configurable,uhlsport,"black, white","Schwarz, Weiß",,Rollfinger (GC),Trocken,"Atmungsaktivität, Bequem, Dämpfung, Grip, Schutz",Herren,true
rehab,RH1006-039,rehab Extreme CG3 NC (Italy),2507.82,rehab Extreme CG3 NC Italy,configurable,rehab goalkeeping,"white, green","Weiß, Grün",rehab Extreme,Innennaht (NC),Trocken,,,true
adidas,10369683_KA7811_KA7811,adidas Copa Club League Torwarthandschu,2477.12,Adidas Copa League,configurable,adidas,black,Schwarz,adidas Copa,Innennaht (NC),Normaler Rasen,"Dämpfung, Leicht, Atmungsaktiv",,true
reusch,10291666_5460964,Reusch Attrakt AB 1 Duo TW-Handschuh Sc,2475.03,Reusch Attrakt AB 1 Duo,configurable,REUSCH,"black, gold","Schwarz, gold",Reusch Attrakt,Hybrid (Mix),Trocken,,"Herren, Damen",true
uhlsport,U1091,Uhlsport Next Level AG HN TW-Handschuh,2462.28,Uhlsport Next Level AG NC,configurable,uhlsport,"red, blue","Rot, Blau",,"Innennaht (NC), Hybrid (Mix)",Trocken,"Bequem, Dämpfung, Grip, Größere Ballkontaktfläche, Ballkontrolle, Absolutgrip+",Herren,true
reusch,ETS5170109_1100,Reusch Attrakt Freegel TW-Handschuh Wei,2455.49,Reusch Attrakt Freegel,configurable,REUSCH,white,Weiß,"Reusch Attrakt, Reusch Freegel",Innennaht (NC),Trocken,"Bequem, Grip, Halt, Ballkontrolle, Leicht",Herren,true
uhlsport,ETS1011168_01,Uhlsport Pure Alliance Absolutgrip HN T,2450.25,Uhlsport Pure Alliance Absolutgrip NC,configurable,uhlsport,"yellow, white","Gelb, Weiß",,Innennaht (NC),Trocken,"Atmungsaktivität, Bequem, Grip, Haltbarkeit",Herren,true
uhlsport,ETS1011167_01,Uhlsport Pure Alliance Absolutgrip SU T,2449.05,Uhlsport Pure Alliance Absolutgrip SU,configurable,uhlsport,"yellow, white","Gelb, Weiß",,Rollfinger (GC),Trocken,"Atmungsaktivität, Bequem, Grip, Haltbarkeit",Herren,true
rehab,RH1006-386,rehab Extreme CG3 NC (Slovenia),2433.96,rehab Extreme CG3 NC Slovenia,configurable,rehab goalkeeping,"white, blue","Weiß, Blau",rehab Extreme,Innennaht (NC),Trocken,,,true
KEEPERsport,KSX10028-701,KEEPERsport Varan7 Challenge NC B-Ware,2400.95,KEEPERsport Varan7 Challenge NC TW-Hand,configurable,KEEPERsport,"white, blue","Weiß, Blau",,,,,,true
KEEPERsport,KS10021,KEEPERsport Champ Promo,2398.2,,,,,,,,,,,true
uhlsport,U1011309012001,Uhlsport Supersoft Maignan TW-Hand,2374.95,Uhlsport Supersoft Maignan TW-Hand,configurable,uhlsport,"black, orange","Schwarz, Orange",,Außennaht (RC),,,,true
Elite Sport,EL2000070,Elite Sport Neo Aqua,2370.43,Elite Sport Neo Aqua,configurable,ELITE SPORT,black,Schwarz,,,,,,true
reusch,R5670235-1080,Reusch Attrakt Freegel Advance Torwarth,2363.12,Reusch Attrakt Freegel Advance,configurable,REUSCH,white,Weiß,"Reusch Attrakt, Reusch Freegel","Innennaht (NC), Hybrid (Mix)",Normaler Rasen,"Atmungsaktivität, Dämpfung, Grip, Atmungsaktiv",,true
rehab,RH1006-044,rehab Extreme CG3 NC (England),2359.63,rehab Extreme CG3 NC England,configurable,rehab goalkeeping,"white, blue","Weiß, Blau",rehab Extreme,Innennaht (NC),Trocken,,,true
KEEPERsport,KS10007-011,KEEPERsport Varan6 Premier NC,2355.73,KEEPERsport Varan6 Premier NC,configurable,KEEPERsport,"white, blue","Weiß, Blau",KEEPERsport Varan,Innennaht (NC),Trocken,"Atmungsaktivität, Bequem, Dämpfung, Ballkontrolle",Herren,true
reusch,R3770130-511,reusch Serathor Prime M1 Ortho-Tec,2341.08,reusch Re:ceptor Pro M1 OrthoTec,configurable,REUSCH,,,,,,,,true
