Marke_Code,Marke,ParentSKU,ProductName,Resolution_hint,Extracted_ID,Units_total,Revenue_total,Units_2022,Revenue_2022,Units_2023,Revenue_2023,Units_2024,Revenue_2024,Units_2025,Revenue_2025,Units_2026,Revenue_2026,Units_2022-Q1,Revenue_2022-Q1,Units_2022-Q2,Revenue_2022-Q2,Units_2022-Q3,Revenue_2022-Q3,Units_2022-Q4,Revenue_2022-Q4,Units_2023-Q1,Revenue_2023-Q1,Units_2023-Q2,Revenue_2023-Q2,Units_2023-Q3,Revenue_2023-Q3,Units_2023-Q4,Revenue_2023-Q4,Units_2024-Q1,Revenue_2024-Q1,Units_2024-Q2,Revenue_2024-Q2,Units_2024-Q3,Revenue_2024-Q3,Units_2024-Q4,Revenue_2024-Q4,Units_2025-Q1,Revenue_2025-Q1,Units_2025-Q2,Revenue_2025-Q2,Units_2025-Q3,Revenue_2025-Q3,Units_2025-Q4,Revenue_2025-Q4,Units_2026-Q1,Revenue_2026-Q1,Units_2026-Q2,Revenue_2026-Q2,quarters_json
128,Puma,10350045_042088_01,PUMA Ultra Pro Nc Torwarthandschuhe Kid,11ts_direct,10350045,16,455.27,0,0.0,0,0.0,0,0.0,12,351.93,4,103.34,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,37.5,11,314.43,4,103.34,0,0.0,"{""2025-Q3"":{""u"":1,""r"":37.5},""2025-Q4"":{""u"":11,""r"":314.43},""2026-Q1"":{""u"":4,""r"":103.34}}"
125,NIKE,10199642_DM4001_100,Nike Mercurial Touch Elite Promo TW-Han,11ts_direct,10199642,5,454.02,5,454.02,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,343.36,1,110.66,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,"{""2022-Q3"":{""u"":4,""r"":343.36},""2022-Q4"":{""u"":1,""r"":110.66}}"
130,reusch,R000041-REP,reusch re:pulse (Perquis SMU),legacy,,8,453.01,8,453.01,0,0.0,0,0.0,0,0.0,0,0.0,2,139.4,2,103.96,4,209.65,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,"{""2022-Q1"":{""u"":2,""r"":139.4},""2022-Q2"":{""u"":2,""r"":103.96},""2022-Q3"":{""u"":4,""r"":209.65}}"
130,reusch,ETS3770956_494,Reusch Serathor Pro G2 Negative Cut Han,legacy,,17,452.8,17,452.8,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,17,452.8,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,"{""2022-Q2"":{""u"":17,""r"":452.8}}"
130,reusch,R3970089-583,reusch Fit Control Pro G3 Duo Evolution,legacy,,8,451.59,3,195.82,5,255.77,0,0.0,0,0.0,0,0.0,0,0.0,1,67.17,2,128.65,0,0.0,5,255.77,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,"{""2022-Q2"":{""u"":1,""r"":67.17},""2022-Q3"":{""u"":2,""r"":128.65},""2023-Q1"":{""u"":5,""r"":255.77}}"
121,HO Soccer,HO510643,HO Soccer Ikarus Roll/Gecko Megagrip Pi,legacy,,10,450.73,5,236.6,3,135.12,1,40.94,1,38.07,0,0.0,4,185.86,0,0.0,1,50.74,0,0.0,0,0.0,1,45.04,2,90.08,0,0.0,0,0.0,0,0.0,1,40.94,0,0.0,1,38.07,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,"{""2022-Q1"":{""u"":4,""r"":185.86},""2022-Q3"":{""u"":1,""r"":50.74},""2023-Q2"":{""u"":1,""r"":45.04},""2023-Q3"":{""u"":2,""r"":90.08},""2024-Q3"":{""u"":1,""r"":40.94},""2025-Q1"":{""u"":1,""r"":38.07}}"
125,NIKE,NGS3884-492,Nike Vapor Grip 3 Torwarthandschuh Blau,dash_pattern,NGS3884-492,9,449.86,6,306.1,1,60.2,1,38.93,1,44.63,0,0.0,1,43.28,1,49.14,1,60.2,3,153.48,1,60.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,38.93,0,0.0,0,0.0,1,44.63,0,0.0,0,0.0,0,0.0,"{""2022-Q1"":{""u"":1,""r"":43.28},""2022-Q2"":{""u"":1,""r"":49.14},""2022-Q3"":{""u"":1,""r"":60.2},""2022-Q4"":{""u"":3,""r"":153.48},""2023-Q1"":{""u"":1,""r"":60.2},""2024-Q4"":{""u"":1,""r"":38.93},""2025-Q3"":{""u"":1,""r"":44.63}}"
131,Sells Goalkeeper,SGP1412,Sells Wrap Elite GC Competition,legacy,,10,446.0,3,157.05,2,109.68,5,179.27,0,0.0,0,0.0,0,0.0,0,0.0,2,102.21,1,54.84,2,109.68,0,0.0,0,0.0,0,0.0,4,140.83,1,38.44,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,"{""2022-Q3"":{""u"":2,""r"":102.21},""2022-Q4"":{""u"":1,""r"":54.84},""2023-Q1"":{""u"":2,""r"":109.68},""2024-Q1"":{""u"":4,""r"":140.83},""2024-Q2"":{""u"":1,""r"":38.44}}"
121,HO Soccer,HO510844,HO SOCCER One NC Robust (orange),legacy,,25,444.71,22,382.45,2,49.96,1,12.3,0,0.0,0,0.0,3,60.75,2,34.01,12,186.79,5,100.9,1,27.83,0,0.0,1,22.13,0,0.0,1,12.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,"{""2022-Q1"":{""u"":3,""r"":60.75},""2022-Q2"":{""u"":2,""r"":34.01},""2022-Q3"":{""u"":12,""r"":186.79},""2022-Q4"":{""u"":5,""r"":100.9},""2023-Q1"":{""u"":1,""r"":27.83},""2023-Q3"":{""u"":1,""r"":22.13},""2024-Q1"":{""u"":1,""r"":12.3}}"
122,KEEPERsport,KSP10050,KEEPERsport Varan8 Champ NC Promo,legacy,,461,443.32,0,0.0,0,0.0,225,224.32,163,219.0,73,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,67,0.0,57,166.16,75,4.16,26,54.0,62,0.0,23,54.0,49,0.0,29,165.0,73,0.0,0,0.0,"{""2024-Q1"":{""u"":67,""r"":0.0},""2024-Q2"":{""u"":57,""r"":166.16},""2024-Q3"":{""u"":75,""r"":4.16},""2024-Q4"":{""u"":26,""r"":54.0},""2025-Q1"":{""u"":62,""r"":0.0},""2025-Q2"":{""u"":23,""r"":54.0},""2025-Q3"":{""u"":49,""r"":0.0},""2025-Q4"":{""u"":29,""r"":165.0},""2026-Q1"":{""u"":73,""r"":0.0}}"
136,uhlsport,U1120,Uhlsport Radar Control Absolutgrip FS F,legacy,,9,435.88,7,349.68,1,54.84,1,31.36,0,0.0,0,0.0,3,147.42,0,0.0,4,202.26,0,0.0,0,0.0,1,54.84,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,31.36,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,"{""2022-Q1"":{""u"":3,""r"":147.42},""2022-Q3"":{""u"":4,""r"":202.26},""2023-Q2"":{""u"":1,""r"":54.84},""2024-Q4"":{""u"":1,""r"":31.36}}"
129,rehab,RH1000-612,rehab Extreme CG3 NC (grey/yellow),dash_pattern,RH1000-612,20,433.05,5,116.12,5,122.79,8,159.73,1,19.67,1,14.74,1,25.79,0,0.0,3,69.32,1,21.01,0,0.0,1,24.58,1,25.2,3,73.01,1,23.02,0,0.0,3,62.74,4,73.97,0,0.0,1,19.67,0,0.0,0,0.0,1,14.74,0,0.0,"{""2022-Q1"":{""u"":1,""r"":25.79},""2022-Q3"":{""u"":3,""r"":69.32},""2022-Q4"":{""u"":1,""r"":21.01},""2023-Q2"":{""u"":1,""r"":24.58},""2023-Q3"":{""u"":1,""r"":25.2},""2023-Q4"":{""u"":3,""r"":73.01},""2024-Q1"":{""u"":1,""r"":23.02},""2024-Q3"":{""u"":3,""r"":62.74},""2024-Q4"":{""u"":4,""r"":73.97},""2025-Q2"":{""u"":1,""r"":19.67},""2026-Q1"":{""u"":1,""r"":14.74}}"
136,uhlsport,U0364-01,Uhlsport Fangmaschine Starter Soft,legacy,,87,431.56,0,0.0,0,0.0,0,0.0,85,413.37,2,18.19,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,21,117.91,27,114.8,20,109.01,17,71.65,1,8.39,1,9.8,"{""2025-Q1"":{""u"":21,""r"":117.91},""2025-Q2"":{""u"":27,""r"":114.8},""2025-Q3"":{""u"":20,""r"":109.01},""2025-Q4"":{""u"":17,""r"":71.65},""2026-Q1"":{""u"":1,""r"":8.39},""2026-Q2"":{""u"":1,""r"":9.8}}"
125,NIKE,NGS0356-060,Nike Mercurial Touch Elite Torwarthands,dash_pattern,NGS0356-060,6,431.17,4,291.93,0,0.0,1,70.78,1,68.46,0,0.0,1,73.73,1,79.43,1,68.27,1,70.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,70.78,0,0.0,0,0.0,1,68.46,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,"{""2022-Q1"":{""u"":1,""r"":73.73},""2022-Q2"":{""u"":1,""r"":79.43},""2022-Q3"":{""u"":1,""r"":68.27},""2022-Q4"":{""u"":1,""r"":70.5},""2024-Q2"":{""u"":1,""r"":70.78},""2025-Q1"":{""u"":1,""r"":68.46}}"
115,adidas,10186447_GS1430_000,adidas Predator Pro ULT Meteorite Torwa,11ts_direct,10186447,4,427.55,4,427.55,0,0.0,0,0.0,0,0.0,0,0.0,2,212.4,1,107.4,0,0.0,1,107.75,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,"{""2022-Q1"":{""u"":2,""r"":212.4},""2022-Q2"":{""u"":1,""r"":107.4},""2022-Q4"":{""u"":1,""r"":107.75}}"
128,Puma,10351392_042121_01,PUMA FUTURE Ultimate NC Torwarthandschu,11ts_direct,10351392,5,426.17,0,0.0,0,0.0,0,0.0,0,0.0,5,426.17,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,5,426.17,0,0.0,"{""2026-Q1"":{""u"":5,""r"":426.17}}"
121,HO Soccer,HO50-0806,HO Soccer Futsal Gopro nero,legacy,,31,423.41,9,151.38,11,161.17,9,93.17,2,17.69,0,0.0,1,17.16,2,36.79,2,30.59,4,66.84,2,36.29,2,34.79,3,54.43,4,35.66,0,0.0,1,8.61,2,22.91,6,61.65,1,9.89,1,7.8,0,0.0,0,0.0,0,0.0,0,0.0,"{""2022-Q1"":{""u"":1,""r"":17.16},""2022-Q2"":{""u"":2,""r"":36.79},""2022-Q3"":{""u"":2,""r"":30.59},""2022-Q4"":{""u"":4,""r"":66.84},""2023-Q1"":{""u"":2,""r"":36.29},""2023-Q2"":{""u"":2,""r"":34.79},""2023-Q3"":{""u"":3,""r"":54.43},""2023-Q4"":{""u"":4,""r"":35.66},""2024-Q2"":{""u"":1,""r"":8.61},""2024-Q3"":{""u"":2,""r"":22.91},""2024-Q4"":{""u"":6,""r"":61.65},""2025-Q1"":{""u"":1,""r"":9.89},""2025-Q2"":{""u"":1,""r"":7.8}}"
125,NIKE,10370070_HQ0256_458,Nike Grip3 Torwarthandschuhe Blau F458,11ts_direct,10370070,8,422.73,0,0.0,0,0.0,0,0.0,0,0.0,8,422.73,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,6,319.05,2,103.68,"{""2026-Q1"":{""u"":6,""r"":319.05},""2026-Q2"":{""u"":2,""r"":103.68}}"
139,Erreà,TFA0Q0Z07720,Erreà Black Spider Celebration,legacy,,8,421.62,8,421.62,0,0.0,0,0.0,0,0.0,0,0.0,6,317.64,1,54.84,1,49.14,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,"{""2022-Q1"":{""u"":6,""r"":317.64},""2022-Q2"":{""u"":1,""r"":54.84},""2022-Q3"":{""u"":1,""r"":49.14}}"
125,NIKE,NPGS277-100,NIKE Mercurial Touch Elite Promo,legacy,,5,421.03,1,81.93,2,175.24,2,163.86,0,0.0,0,0.0,0,0.0,0,0.0,1,81.93,0,0.0,1,87.62,0,0.0,1,87.62,0,0.0,1,81.93,0,0.0,0,0.0,1,81.93,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,"{""2022-Q3"":{""u"":1,""r"":81.93},""2023-Q1"":{""u"":1,""r"":87.62},""2023-Q3"":{""u"":1,""r"":87.62},""2024-Q1"":{""u"":1,""r"":81.93},""2024-Q4"":{""u"":1,""r"":81.93}}"
128,Puma,10373764_042121_03,PUMA Future Ultimate NC Torwarthandschu,11ts_direct,10373764,5,418.58,0,0.0,0,0.0,0,0.0,0,0.0,5,418.58,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,345.78,1,72.8,"{""2026-Q1"":{""u"":4,""r"":345.78},""2026-Q2"":{""u"":1,""r"":72.8}}"
121,HO Soccer,HO511100,HO SOCCER SSG Supremo II NC,legacy,,12,417.27,12,417.27,0,0.0,0,0.0,0,0.0,0,0.0,7,254.0,0,0.0,4,127.08,1,36.19,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,"{""2022-Q1"":{""u"":7,""r"":254.0},""2022-Q3"":{""u"":4,""r"":127.08},""2022-Q4"":{""u"":1,""r"":36.19}}"
130,reusch,R3570606-302,reusch Re.ceptor Prime D1,legacy,,20,417.05,14,306.56,6,110.49,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,8,182.12,6,124.44,4,75.28,2,35.21,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,"{""2022-Q3"":{""u"":8,""r"":182.12},""2022-Q4"":{""u"":6,""r"":124.44},""2023-Q1"":{""u"":4,""r"":75.28},""2023-Q2"":{""u"":2,""r"":35.21}}"
129,rehab,RH1000-627,rehab Extreme CG3 NC (grey/pink),dash_pattern,RH1000-627,20,416.99,4,101.68,5,114.41,10,179.91,1,20.99,0,0.0,2,57.14,0,0.0,2,44.54,0,0.0,0,0.0,2,42.22,2,49.16,1,23.03,1,25.2,1,14.02,1,16.43,7,124.26,1,20.99,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,"{""2022-Q1"":{""u"":2,""r"":57.14},""2022-Q3"":{""u"":2,""r"":44.54},""2023-Q2"":{""u"":2,""r"":42.22},""2023-Q3"":{""u"":2,""r"":49.16},""2023-Q4"":{""u"":1,""r"":23.03},""2024-Q1"":{""u"":1,""r"":25.2},""2024-Q2"":{""u"":1,""r"":14.02},""2024-Q3"":{""u"":1,""r"":16.43},""2024-Q4"":{""u"":7,""r"":124.26},""2025-Q1"":{""u"":1,""r"":20.99}}"
115,adidas,AFH7300,adidas Classic League TW-Handschuh Weis,legacy,,13,416.43,12,387.13,1,29.3,0,0.0,0,0.0,0,0.0,6,194.17,3,99.36,1,29.3,2,64.3,1,29.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,"{""2022-Q1"":{""u"":6,""r"":194.17},""2022-Q2"":{""u"":3,""r"":99.36},""2022-Q3"":{""u"":1,""r"":29.3},""2022-Q4"":{""u"":2,""r"":64.3},""2023-Q1"":{""u"":1,""r"":29.3}}"
136,uhlsport,U0551-01,Uhlsport Eliminator Soft Supportframe,legacy,,19,413.94,0,0.0,0,0.0,0,0.0,15,324.41,4,89.53,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,66.72,8,167.6,4,90.09,3,67.48,1,22.05,"{""2025-Q2"":{""u"":3,""r"":66.72},""2025-Q3"":{""u"":8,""r"":167.6},""2025-Q4"":{""u"":4,""r"":90.09},""2026-Q1"":{""u"":3,""r"":67.48},""2026-Q2"":{""u"":1,""r"":22.05}}"
130,reusch,10295812_5470250_7740,Reusch Attrakt Silver NC Finger Support,11ts_direct,10295812,11,413.1,0,0.0,0,0.0,0,0.0,0,0.0,11,413.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,10,377.9,1,35.2,"{""2026-Q1"":{""u"":10,""r"":377.9},""2026-Q2"":{""u"":1,""r"":35.2}}"
130,reusch,R5072955-7083,Attrakt G3 Fusion Junior,legacy,,11,411.46,11,411.46,0,0.0,0,0.0,0,0.0,0,0.0,9,334.58,2,76.88,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,"{""2022-Q1"":{""u"":9,""r"":334.58},""2022-Q2"":{""u"":2,""r"":76.88}}"
130,reusch,ETS5172215_4010,Reusch Attrakt Silver TW-Handschuh Juni,legacy,,24,410.31,2,37.44,14,226.61,5,89.67,3,56.59,0,0.0,0,0.0,0,0.0,0,0.0,2,37.44,0,0.0,9,146.08,2,35.15,3,45.38,0,0.0,3,49.75,0,0.0,2,39.92,1,23.15,1,18.62,0,0.0,1,14.82,0,0.0,0,0.0,"{""2022-Q4"":{""u"":2,""r"":37.44},""2023-Q2"":{""u"":9,""r"":146.08},""2023-Q3"":{""u"":2,""r"":35.15},""2023-Q4"":{""u"":3,""r"":45.38},""2024-Q2"":{""u"":3,""r"":49.75},""2024-Q4"":{""u"":2,""r"":39.92},""2025-Q1"":{""u"":1,""r"":23.15},""2025-Q2"":{""u"":1,""r"":18.62},""2025-Q4"":{""u"":1,""r"":14.82}}"
125,NIKE,10171762_CN6758_406,Nike Phantom Shadow Torwarthandschuh Bl,11ts_direct,10171762,8,408.85,8,408.85,0,0.0,0,0.0,0,0.0,0,0.0,4,207.32,2,100.5,1,46.64,1,54.39,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,"{""2022-Q1"":{""u"":4,""r"":207.32},""2022-Q2"":{""u"":2,""r"":100.5},""2022-Q3"":{""u"":1,""r"":46.64},""2022-Q4"":{""u"":1,""r"":54.39}}"
130,reusch,R3470800-344,reusch Waorani Pro S1 Ortho-Tec,legacy,,15,408.11,15,408.11,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,15,408.11,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,"{""2022-Q3"":{""u"":15,""r"":408.11}}"
130,reusch,10180330_5160931_7701_7701,Reusch Pure Contact Gold X TW-Handschuh,legacy,,7,407.82,7,407.82,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,5,294.39,2,113.43,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,"{""2022-Q2"":{""u"":5,""r"":294.39},""2022-Q3"":{""u"":2,""r"":113.43}}"
122,KEEPERsport,KS337-006,KEEPERsport GK-Glove Varan5 NC Supersoft,dash_pattern,KS337-006,21,407.6,21,407.6,0,0.0,0,0.0,0,0.0,0,0.0,2,37.55,0,0.0,11,222.15,8,147.9,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,"{""2022-Q1"":{""u"":2,""r"":37.55},""2022-Q3"":{""u"":11,""r"":222.15},""2022-Q4"":{""u"":8,""r"":147.9}}"
130,reusch,R3870812-290,Prisma SD Finger Support,legacy,,25,406.92,0,0.0,4,65.2,11,196.52,9,132.95,1,12.25,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,18.26,0,0.0,3,46.94,3,50.32,1,27.51,2,35.86,5,82.83,1,17.95,1,12.25,6,88.87,1,13.88,0,0.0,1,12.25,"{""2023-Q2"":{""u"":1,""r"":18.26},""2023-Q4"":{""u"":3,""r"":46.94},""2024-Q1"":{""u"":3,""r"":50.32},""2024-Q2"":{""u"":1,""r"":27.51},""2024-Q3"":{""u"":2,""r"":35.86},""2024-Q4"":{""u"":5,""r"":82.83},""2025-Q1"":{""u"":1,""r"":17.95},""2025-Q2"":{""u"":1,""r"":12.25},""2025-Q3"":{""u"":6,""r"":88.87},""2025-Q4"":{""u"":1,""r"":13.88},""2026-Q2"":{""u"":1,""r"":12.25}}"
136,uhlsport,U1084,Uhlsport Next Level Supergrip Reflex TW,legacy,,4,404.08,1,95.78,2,216.68,1,91.62,0,0.0,0,0.0,0,0.0,1,95.78,0,0.0,0,0.0,1,114.75,1,101.93,0,0.0,0,0.0,1,91.62,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,"{""2022-Q2"":{""u"":1,""r"":95.78},""2023-Q1"":{""u"":1,""r"":114.75},""2023-Q2"":{""u"":1,""r"":101.93},""2024-Q1"":{""u"":1,""r"":91.62}}"
122,KEEPERsport,KS332-015,KEEPERsport GK-Glove Varan5 Pro NC,dash_pattern,KS332-015,12,403.65,12,403.65,0,0.0,0,0.0,0,0.0,0,0.0,4,128.24,3,109.29,5,166.12,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,"{""2022-Q1"":{""u"":4,""r"":128.24},""2022-Q2"":{""u"":3,""r"":109.29},""2022-Q3"":{""u"":5,""r"":166.12}}"
118,erima,E7220705,Erima Contact Ultra Grip 4.0 Torwarthan,legacy,,15,403.17,15,403.17,0,0.0,0,0.0,0,0.0,0,0.0,4,113.75,1,30.25,10,259.17,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,"{""2022-Q1"":{""u"":4,""r"":113.75},""2022-Q2"":{""u"":1,""r"":30.25},""2022-Q3"":{""u"":10,""r"":259.17}}"
130,reusch,ETSX5070235_7700,Reusch Freegel S1 TW-Handschuh Schwarz,legacy,,16,402.99,16,402.99,0,0.0,0,0.0,0,0.0,0,0.0,11,274.26,5,128.73,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,"{""2022-Q1"":{""u"":11,""r"":274.26},""2022-Q2"":{""u"":5,""r"":128.73}}"
115,adidas,10186438_GR1538_000,adidas Predator Pro HYB Meteorite Torwa,11ts_direct,10186438,5,401.35,5,401.35,0,0.0,0,0.0,0,0.0,0,0.0,5,401.35,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,"{""2022-Q1"":{""u"":5,""r"":401.35}}"
128,Puma,P041651-02,PUMA One Grip 1 RC TW-Handschuh Gelb Sc,legacy,,13,400.82,13,400.82,0,0.0,0,0.0,0,0.0,0,0.0,9,276.22,0,0.0,3,95.91,1,28.69,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,"{""2022-Q1"":{""u"":9,""r"":276.22},""2022-Q3"":{""u"":3,""r"":95.91},""2022-Q4"":{""u"":1,""r"":28.69}}"
128,Puma,10351562_042138_01,PUMA FUTURE Pro NC Torwarthandschuhe Sc,11ts_direct,10351562,6,400.56,0,0.0,0,0.0,0,0.0,0,0.0,6,400.56,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,5,347.24,1,53.32,"{""2026-Q1"":{""u"":5,""r"":347.24},""2026-Q2"":{""u"":1,""r"":53.32}}"
130,reusch,8FP9041-KEY,reusch Keon yellow (Sirigu SMU),legacy,,11,400.45,9,334.95,2,65.5,0,0.0,0,0.0,0,0.0,7,269.45,0,0.0,0,0.0,2,65.5,2,65.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,"{""2022-Q1"":{""u"":7,""r"":269.45},""2022-Q4"":{""u"":2,""r"":65.5},""2023-Q1"":{""u"":2,""r"":65.5}}"
125,NIKE,NPGS266-100,NIKE GK Premier SGT NC Promo,legacy,,6,399.95,4,265.67,2,134.28,0,0.0,0,0.0,0,0.0,1,68.52,0,0.0,3,197.15,0,0.0,1,63.93,0,0.0,1,70.35,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,"{""2022-Q1"":{""u"":1,""r"":68.52},""2022-Q3"":{""u"":3,""r"":197.15},""2023-Q1"":{""u"":1,""r"":63.93},""2023-Q3"":{""u"":1,""r"":70.35}}"
136,uhlsport,U1023,uhlsport Speed Up Now Supersoft Lite,legacy,,20,397.54,2,66.98,0,0.0,0,0.0,17,307.63,1,22.93,0,0.0,0,0.0,0,0.0,2,66.98,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,5,95.81,8,111.48,3,75.79,1,24.55,1,22.93,0,0.0,"{""2022-Q4"":{""u"":2,""r"":66.98},""2025-Q1"":{""u"":5,""r"":95.81},""2025-Q2"":{""u"":8,""r"":111.48},""2025-Q3"":{""u"":3,""r"":75.79},""2025-Q4"":{""u"":1,""r"":24.55},""2026-Q1"":{""u"":1,""r"":22.93}}"
