ParentSKU,Marke,ProductName,Farbcode,Current_Basisfarbe,Current_Highlight_1,Cut,Color_confidence,Resolution_source,Revenue_EUR,Flag
U1096,uhlsport,Uhlsport Next Level Supersoft Handschuh,,red,blue,Regular Cut,medium,mcp,2024.0,MEDIUM_CONF
HO511246UK,HO Soccer,HO SOCCER SSG Phenomenon NC Adrian,,red,black,Negative Cut,medium,mcp,2000.0,MEDIUM_CONF
R5670984-4126,reusch,Reusch Attrakt Gold X Guardian Torwarth,,blue,,Hybrid,medium,mcp,1994.0,MEDIUM_CONF
HO520306,HO Soccer,HO Soccer Pro Evolution Torwarthandschu,,black,orange,Negative Cut,medium,mcp,1993.0,MEDIUM_CONF
10295817_7222405_000,erima,Erima Flex-Ray Pro TW-Handschuhe Grau,,yellow,grey,Negative Cut,medium,mcp,1967.0,MEDIUM_CONF
U1011285_001,uhlsport,Uhlsport HyperFlex HN black/yellow,,yellow,black,Negative Cut,medium,mcp,1955.0,MEDIUM_CONF
KS10004-111,KEEPERsport,KEEPERsport Varan6 PRO NC Aqua TW-Hands,111,red,white,Negative Cut,high,mcp_ks,1947.0,MCP_KS_VERIFY
10271458_520279_000,HO Soccer,HO Soccer Kontrol Duo TW-Handschuhe Sch,,yellow,black,,medium,mcp,1942.0,MEDIUM_CONF
U1011382K-001,uhlsport,uhlsport FM Cybertec Soft Flex Frame To,,white,blue,Hybrid,medium,mcp,1933.0,MEDIUM_CONF
EL4002530,Elite Sport,Elite NEO REVOLUTION II Com BR,,black,,Hybrid,medium,mcp,1930.0,MEDIUM_CONF
HO511281IT1,HO Soccer,HO SOCCER SSG Phenomenon NC DANN,,black,,,medium,mcp,1912.0,MEDIUM_CONF
R5070235-7083,reusch,reusch Attrakt Freegel S1,,black,orange,Negative Cut,medium,mcp,1911.0,MEDIUM_CONF
ETS1011169_01,uhlsport,Uhlsport Pure Alliance Supersoft HN TW-,,yellow,white,Negative Cut,medium,mcp,1910.0,MEDIUM_CONF
P042114-01,Puma,PUMA Ultra Ultimate Teaser Hybrid Torwa,,black,,Hybrid,medium,mcp,1884.0,MEDIUM_CONF
OG1-CONTRA-W-HYL-SL,One Glove,OG1 Contra White Hyla SL,,white,,Hybrid,medium,mcp,1879.0,MEDIUM_CONF
HO0520465,HO Soccer,HO Soccer Aerial III NG TW Handschuhe O,,black,orange,Negative Cut,medium,mcp,1861.0,MEDIUM_CONF
HO510876IT,HO Soccer,HO SOCCER First Superlight NC Whiteout,,white,,Negative Cut,medium,mcp,1845.0,MEDIUM_CONF
ETSCW5801_440,NIKE,Nike Vapor Grip 3 RS Promo Torwarthands,,blue,,Hybrid,medium,mcp,1843.0,MEDIUM_CONF
R5670235-4129,reusch,Reusch Attrakt Freegel Advance Torwarth,,blue,,Hybrid,medium,mcp,1826.0,MEDIUM_CONF
ADY2619,adidas,adidas Classic League Torwarthandschuh,,yellow,black,Negative Cut,medium,mcp,1824.0,MEDIUM_CONF
ETS3770950_484,reusch,Reusch Serathor Pro G2 Ortho-Tec Blau F,,yellow,blue,,medium,mcp,1808.0,MEDIUM_CONF
R3470101-344,reusch,reusch Waorani Pro M1 Ortho-Tec,,,,,medium,mcp,1789.0,NO_COLOR
NXT-PRO-MONSTER-HYL,One Glove,NXT Pro Mentality Monster Hyla,,white,turquoise,Hybrid,medium,mcp,1785.0,MEDIUM_CONF
HO520307,HO Soccer,HO Soccer First Evolution III NG Torwar,,yellow,black,Negative Cut,medium,mcp,1784.0,MEDIUM_CONF
10243348_RPB70102206_000,gloveglu,Glove Glu Wet Skin NC Torwarthandschuhe,,black,,Negative Cut,medium,mcp,1781.0,MEDIUM_CONF
10322232_5572135_2500,reusch,Reusch Torwarthandschuhe Kids Orange,,blue,orange,Negative Cut,medium,mcp,1779.0,MEDIUM_CONF
10332412_042072_01,Puma,PUMA ULTRA Ultimate FOREVER Hybrid Torw,,white,purple,Hybrid,medium,mcp,1774.0,MEDIUM_CONF
RH1006-420,rehab,rehab Extreme CG3 NC (Czech Republic),,red,white,Negative Cut,medium,mcp_rehab,1770.0,MEDIUM_CONF
U1058-02,uhlsport,Uhlsport Aerored Soft HN Comp TW-Handsc,,red,grey,Hybrid,medium,mcp,1737.0,MEDIUM_CONF
10268070_RPB70062301_000,gloveglu,Glove Glu v:OODOO MEGAgrip Plus Torwart,,black,,Hybrid,medium,mcp,1729.0,MEDIUM_CONF
EL4004030,Elite Sport,Elite Sports Neo Revolution x Bc 4mm To,,pink,,Hybrid,medium,mcp,1729.0,MEDIUM_CONF
NCK4804-492,NIKE,NIKE GK Vapor Grip 3 NC Promo,,blue,,Hybrid,medium,mcp,1691.0,MEDIUM_CONF
10180249_5170990_7040_7040_7701,reusch,Reusch Attrakt Freegel Fusion Ortho-Tec,,black,green,,medium,mcp,1681.0,MEDIUM_CONF
MP0004-REUSCH,reusch,Mystery Reusch Double Pack,,,,,medium,mcp,1676.0,NO_COLOR
R5070000-4959,reusch,Reusch Contact Speed Bump 3 G3 TW-Hands,,blue,orange,Negative Cut,medium,mcp,1666.0,MEDIUM_CONF
EL4004570,Elite Sport,Elite Sports Nobre Real 4mm Torwarthand,,white,,Negative Cut,medium,mcp,1663.0,MEDIUM_CONF
EL2000470,Elite Sport,Elite Sport Camaleon,,black,,,medium,mcp,1661.0,MEDIUM_CONF
U1011337-01,uhlsport,uhlsport Prediction Soft Pro Torwarthan,,yellow,blue,Regular Cut,medium,mcp,1637.0,MEDIUM_CONF
E7221807,erima,Erima Skinator Slim RF TW-Handschuh Pin,,black,pink,Regular Cut,medium,mcp,1623.0,MEDIUM_CONF
R5670163-7090,reusch,Reusch Attrakt Advance Evolution Gluepr,,black,,Hybrid,medium,mcp,1621.0,MEDIUM_CONF
SGP151634,Sells Goalkeeper,Sells Silhouette Climalite EC-16 Handsc,,black,orange,Negative Cut,medium,mcp,1620.0,MEDIUM_CONF
U1118,uhlsport,Uhlsport Radar Control Supergrip HN Han,,yellow,blue,Negative Cut,medium,mcp,1619.0,MEDIUM_CONF
EL4003520,Elite Sport,Elite Sports Real Torwarthandschuhe Wei,,white,,Rollfinger,medium,mcp,1616.0,MEDIUM_CONF
ETS5170820_4010,reusch,Reusch Attrakt Finger Support TW-Handsc,,white,blue,Hybrid,medium,mcp,1602.0,MEDIUM_CONF
10378518_5660945_7730,reusch,Reusch Attrakt Gold X Torwarthandschuhe,,black,,Hybrid,medium,mcp,1582.0,MEDIUM_CONF
KS10025,KEEPERsport,KEEPERsport Varan7 Pro Promo,,,,,medium,mcp,1580.0,NO_COLOR
OG1-MONSTER-NGT,One Glove,OG1 Mentality Monster NGT,,white,turquoise,Negative Cut,medium,mcp,1571.0,MEDIUM_CONF
U1011286_001,uhlsport,Uhlsport HyperFlex HN black/green,,black,green,Negative Cut,medium,mcp,1571.0,MEDIUM_CONF
10268072_RPB70062303_000,gloveglu,Glove Glu s:PIRIT original RF Torwartha,,white,blue,Rollfinger,medium,mcp,1566.0,MEDIUM_CONF
EL4004090,Elite Sport,Elite Sports Neo Revolution x Bb 4mm To,,black,,Negative Cut,medium,mcp,1550.0,MEDIUM_CONF
HO0515117IT,HO Soccer,HO FIRST SUPERLIGHT NEGATIVE DNA III,,yellow,red,Negative Cut,medium,mcp,1540.0,MEDIUM_CONF
P041628-05,Puma,PUMA ONE Grip 1 RC Torwarthandschuh Gel,,yellow,black,Regular Cut,medium,mcp,1530.0,MEDIUM_CONF
10220115_5270950_6006,reusch,Reusch Attrakt Gold X Torwarthandschuhe,,yellow,grey,,medium,mcp,1515.0,MEDIUM_CONF
R5672725-4127,reusch,Reusch Attrakt Infinity Evolution NC To,,blue,,Hybrid,medium,mcp,1513.0,MEDIUM_CONF
10383962_JY6308,adidas,Adidas Predator Pro Hybrid Strap Ice Col,,blue,,Hybrid,medium,mcp,1506.0,MEDIUM_CONF
EL4002740,Elite Sport,ELITE COMET,,black,blue,,medium,mcp,1500.0,MEDIUM_CONF
10323239_5562264_7052,reusch,Reusch Torwarthandschuhe Kids Schwarz,,black,,Hybrid,medium,mcp,1497.0,MEDIUM_CONF
P041651-04,Puma,Puma One Grip 1 RC TW-Handschuh Orange,,yellow,red,Regular Cut,medium,mcp,1494.0,MEDIUM_CONF
R5270825-6006,reusch,Attrakt Grip Evolution,,blue,grey,,medium,mcp,1472.0,MEDIUM_CONF
U1013-03,uhlsport,Uhlsport Supergrip GC,,yellow,black,Rollfinger,medium,mcp,1439.0,MEDIUM_CONF
R3770955-484,reusch,Reusch Serathor Pro G2 Torwarthandschuh,,yellow,blue,Regular Cut,medium,mcp,1433.0,MEDIUM_CONF
HO520312,HO Soccer,HO Soccer Aerial II NG Torwarthandschuh,,black,blue,Negative Cut,medium,mcp,1428.0,MEDIUM_CONF
U1072,uhlsport,Uhlsport Aquasoft Torwarthandschuh Weis,,white,blue,Regular Cut,medium,mcp,1427.0,MEDIUM_CONF
R5160955_4010,reusch,Reusch Attrakt Gold X Expanse Cut 2.0,,,,,medium,mcp,1420.0,NO_COLOR
HO520159,HO Soccer,HO SOCCER First Evolution Patriot Italia,,white,green,Negative Cut,medium,mcp,1410.0,MEDIUM_CONF
HO0515115IT,HO Soccer,HO SUPREMO PRO NEGATIVE DNA III,,yellow,red,Negative Cut,medium,mcp,1408.0,MEDIUM_CONF
HO511280IT1,HO Soccer,HO SOCCER Phenomenon Pro Roll-NC DNA,,black,,,medium,mcp,1407.0,MEDIUM_CONF
KS10001-111,KEEPERsport,KEEPERsport Varan6 Hero NC Torwarthands,111,red,white,Negative Cut,high,mcp_ks,1406.0,MCP_KS_VERIFY
TFA2I0Z07720,Erreà,Erreà Zero the icon giallo,,yellow,black,,medium,mcp,1402.0,MEDIUM_CONF
NXT-PRO-CONTRA-W-HYL,One Glove,NXT Pro Contra White HYL,,white,,Hybrid,medium,mcp,1393.0,MEDIUM_CONF
E7221811,erima,Erima Skinator Training NC,,blue,orange,Negative Cut,medium,mcp,1387.0,MEDIUM_CONF
P041627-01,Puma,PUMA ONE Grip 1 Hybrid Pro TW-Handschuh,,red,black,Hybrid,medium,mcp,1386.0,MEDIUM_CONF
R3770990-484,reusch,Reusch Serathor Supreme G2 Ortho-Tec Bl,,yellow,blue,Regular Cut,medium,mcp,1383.0,MEDIUM_CONF
10354424_EL4004140_000,Elite Sport,Elite Sports Neo Revolution x Gs 4mm To,,white,,Hybrid,medium,mcp,1381.0,MEDIUM_CONF
AFH7295,adidas,adidas Predator TRN TW-Handschuh Schwar,,red,black,Regular Cut,medium,mcp,1377.0,MEDIUM_CONF
R5670439-7126,reusch,Reusch Attrakt Freegel Aqua Torwarthand,,black,,Hybrid,medium,mcp,1373.0,MEDIUM_CONF
EL4002470,Elite Sport,Elite Revolution II Combi TQ,,white,blue,,medium,mcp,1373.0,MEDIUM_CONF
NXT-PRO-MONSTER-SL,One Glove,NXT Pro Mentality Monster SL,,black,white,Hybrid,medium,mcp,1368.0,MEDIUM_CONF
HO520042,HO Soccer,FIRST SUPERLIGHT NEGATIVE GRAFFITI,,black,,Negative Cut,medium,mcp,1358.0,MEDIUM_CONF
U0567-01,uhlsport,Uhlsport Eliminator AG HN Brasil,,yellow,blue,,medium,mcp,1355.0,MEDIUM_CONF
NXT-ADV-DOUBT,One Glove,NXT Advance Doubters,,red,white,Negative Cut,medium,mcp,1350.0,MEDIUM_CONF
KS10003-111,KEEPERsport,KEEPERsport Varan6 PRO NC Torwarthandsc,111,white,,Negative Cut,high,mcp_ks,1349.0,MCP_KS_VERIFY
KS10011-024,KEEPERsport,KEEPERsport Varan6 Champ NC,024,black,white,Negative Cut,high,mcp_ks,1346.0,MCP_KS_VERIFY
10255531_5370320_3333,reusch,Reusch Futsal Grip Torwarthandschuh Rot,,red,blue,,medium,mcp,1318.0,MEDIUM_CONF
ETS041702_001,Puma,PUMA ULTRA Protect 2 RC Torwarthandschu,,white,orange,Regular Cut,medium,mcp,1316.0,MEDIUM_CONF
EL4003470,Elite Sport,Elite Sports Supreme Torwarthandschuhe,,black,,Negative Cut,medium,mcp,1316.0,MEDIUM_CONF
EL2000220,Elite Sport,Elite Sport Black Real,,black,,,medium,mcp,1311.0,MEDIUM_CONF
SGP181909,Sells Goalkeeper,Sells Wrap Pro Terrain Torwarthandschuh,,blue,green,Rollfinger,medium,mcp,1308.0,MEDIUM_CONF
ETS1011028_01,uhlsport,Uhlsport Speed Up Now Soft HN Comp Lite,,yellow,black,Negative Cut,medium,mcp,1306.0,MEDIUM_CONF
ETS7221904_951132,erima,Erima Skinator Hybrid Torwarthandschuh,,black,white,Hybrid,medium,mcp,1303.0,MEDIUM_CONF
U1118-02,uhlsport,Uhlsport Supergrip HN Torwarthandschuh,,yellow,blue,Negative Cut,medium,mcp,1297.0,MEDIUM_CONF
NGS3381-492,NIKE,Nike Grip 3 Torwarthandschuh Blau F492,,blue,,Hybrid,medium,mcp,1289.0,MEDIUM_CONF
EL4002800,Elite Sport,Elite Nebula,,white,blue,,medium,mcp,1287.0,MEDIUM_CONF
KS10008-011,KEEPERsport,KEEPERsport Varan6 Premier NC 5FS Repl.,011,yellow,white,Negative Cut,high,mcp_ks,1287.0,MCP_KS_VERIFY
HO5200376IT,HO Soccer,HO SOCCER First Superlight Negative DNA,,black,blue,Negative Cut,medium,mcp,1285.0,MEDIUM_CONF
10268071_RPB70062302_000,gloveglu,Glove Glu t:RANCE MEGAgrip Torwarthands,,red,white,Negative Cut,medium,mcp,1285.0,MEDIUM_CONF
NGS3886-492,NIKE,Nike Mercurial Touch Elite TW-Handschuh,,blue,,Negative Cut,medium,mcp,1278.0,MEDIUM_CONF
R5070005-4949,reusch,Reusch G3 Duo TW-Handschuh Blau F4949,,yellow,blue,Negative Cut,medium,mcp,1276.0,MEDIUM_CONF
10322897_HQ0259_850,NIKE,Nike Torwarthandschuhe Orange F850,,orange,green,,medium,mcp,1274.0,MEDIUM_CONF
R5670960-7701,reusch,Reusch Attrakt Gold X NC Finger Support,,black,,Negative Cut,medium,mcp,1272.0,MEDIUM_CONF
ETS7221906_000,erima,Erima Skinator Hardground Torwarthandsc,,,,,medium,mcp,1270.0,NO_COLOR
R5072204-4949,reusch,Reusch Arrow S1 Torwarthandschuh Kids B,,yellow,blue,Hybrid,medium,mcp,1266.0,MEDIUM_CONF
NGS3377-100,NIKE,Nike Mercurial Touch Elite Torwarthands,,white,orange,Negative Cut,medium,mcp,1263.0,MEDIUM_CONF
HO520091,HO Soccer,HO SOCCER SSG Legend Negative Meteor,,white,blue,Negative Cut,medium,mcp,1245.0,MEDIUM_CONF
NCK4874-810,NIKE,NIKE GK Premier NC Promo,,red,,Negative Cut,medium,mcp,1239.0,MEDIUM_CONF
10379390_1011380012026_01,uhlsport,uhlsport FM Cybertec Supersoft HN #392,,black,,Negative Cut,medium,mcp,1238.0,MEDIUM_CONF
R5670039-1080,reusch,Reusch Attrakt SpeedBump Torwarthandsch,,white,,Hybrid,medium,mcp,1238.0,MEDIUM_CONF
ETS3670870_783,reusch,Reusch Re:pulse SG Torwarthandschuh F78,,black,orange,,medium,mcp,1233.0,MEDIUM_CONF
ETS1011171_01,uhlsport,Uhlsport Pure Alliance Soft Flex Handsc,,yellow,white,Regular Cut,medium,mcp,1226.0,MEDIUM_CONF
HO511283IT1,HO Soccer,HO SOCCER Supremo Pro NC DNA,,black,,,medium,mcp,1217.0,MEDIUM_CONF
EL4002350,Elite Sport,ELITE NEO REVOLUTION II,,black,pink,Negative Cut,medium,mcp,1215.0,MEDIUM_CONF
RPB70102103,gloveglu,Glove Glu Wet Skinn NC,,black,green,Negative Cut,medium,mcp,1214.0,MEDIUM_CONF
P041637-01,Puma,PUMA KING RC TW-Handschuh Schwarz Weiss,,black,white,Regular Cut,medium,mcp,1207.0,MEDIUM_CONF
EL4002860,Elite Sport,Elite CIELO,,white,grey,Hybrid,medium,mcp,1205.0,MEDIUM_CONF
HO510650,HO Soccer,HO Soccer Futsal orange,,,,Negative Cut,medium,mcp,1202.0,NO_COLOR
ETS1011009_01,uhlsport,Uhlsport Speed Up Now Absolutgrip FS Ge,,,,,medium,mcp,1202.0,NO_COLOR
U1119,uhlsport,Uhlsport Radar Control Absolutgrip Refl,,yellow,blue,Negative Cut,medium,mcp,1197.0,MEDIUM_CONF
EL4004330,Elite Sport,Elite Sports Opal 4mm Of Es Centrum Tor,,black,,Negative Cut,medium,mcp,1193.0,MEDIUM_CONF
NCQ6375-100,NIKE,Nike GRP3 VPR Torwarthandschuh weiss F1,,black,white,Hybrid,medium,mcp,1193.0,MEDIUM_CONF
EL4004510,Elite Sport,Elite Sports Nobre 4mm Torwarthandschuh,,black,,Negative Cut,medium,mcp,1193.0,MEDIUM_CONF
ETSCV0594_440,NIKE,Nike Phantom Elite PROMO Torwarthandsch,,red,blue,Negative Cut,medium,mcp,1174.0,MEDIUM_CONF
KSU1133-01,uhlsport,uhlsport Absolutgrip GC,,red,white,Rollfinger,medium,mcp,1172.0,MEDIUM_CONF
R3270870-701,reusch,reusch Keon SG Plus,,,,,medium,mcp,1168.0,NO_COLOR
E722602,erima,Erima Premier Ultimate Grip TW-Handschu,,yellow,black,Rollfinger,medium,mcp,1167.0,MEDIUM_CONF
R5070991-7083,reusch,Reusch G3 Fusion Ortho-Tec Torwarthands,,black,orange,Hybrid,medium,mcp,1165.0,MEDIUM_CONF
U1139,uhlsport,Uhlsport Dyn.Impulse Supergrip FS TW-Ha,,yellow,orange,Hybrid,medium,mcp,1160.0,MEDIUM_CONF
ETS041664_004,Puma,PUMA FUTURE Grip 5.2 Chasing Adrenalin,,black,orange,Hybrid,medium,mcp,1141.0,MEDIUM_CONF
HO520040,HO Soccer,FIRST EVOLUTION NEGATIVE SCREEN LIME,,green,,Negative Cut,medium,mcp,1138.0,MEDIUM_CONF
NCK4874-492,NIKE,NIKE GK Premier NC Promo,,blue,,Negative Cut,medium,mcp,1135.0,MEDIUM_CONF
ETS5170958_1100,reusch,Reusch Attrakt Fusion Ortho-Tech TW-Han,,white,,Negative Cut,medium,mcp,1131.0,MEDIUM_CONF
U1052-03,uhlsport,uhlsport Aquagrip Fingersurround,,blue,,Hybrid,medium,mcp,1128.0,MEDIUM_CONF
SGP151633,Sells Goalkeeper,SELLS Silhouette Aqua Campione,,white,orange,Negative Cut,medium,mcp,1127.0,MEDIUM_CONF
U1222-02,uhlsport,Uhlsport Aquagrip HN Torwarthandschuh B,,black,blue,Negative Cut,medium,mcp,1118.0,MEDIUM_CONF
HO511282IT1,HO Soccer,HO SOCCER First Superlight NC DNA,,black,,,medium,mcp,1115.0,MEDIUM_CONF
U1011386-001,uhlsport,uhlsport Fangmaschine Aquasoft HN Torwa,,blue,,Hybrid,medium,mcp,1113.0,MEDIUM_CONF
NCZ8133-073,NIKE,NIKE GK Premier EC20 NC Promo 20cm,,grey,,Negative Cut,medium,mcp,1109.0,MEDIUM_CONF
ETS5170945_4010,reusch,Reusch Attrakt Gold X TW-Handschuh F401,,blue,,Negative Cut,medium,mcp,1107.0,MEDIUM_CONF
NXT-ADVANCE-MONSTER,One Glove,NXT Advance Mentality Monster,,black,turquoise,Negative Cut,medium,mcp,1082.0,MEDIUM_CONF
EL4003340,Elite Sport,ELITE NOBRE ART S,,black,white,Negative Cut,medium,mcp,1080.0,MEDIUM_CONF
HO520038IT,HO Soccer,HO SOCCER Premier Phenomenon Negative DN,,black,blue,Negative Cut,medium,mcp,1080.0,MEDIUM_CONF
10295811_7222402_000,erima,Erima Flex-Ray Protect TW-Handschuh Kid,,blue,grey,Negative Cut,medium,mcp,1068.0,MEDIUM_CONF
10373890_1011430_01,uhlsport,uhlsport FM Comfort Absolutgrip HN Torw,,black,,Negative Cut,medium,mcp,1064.0,MEDIUM_CONF
NCK4757-492,NIKE,NIKE GK Mercurial Touch Elite Promo,,blue,,Negative Cut,medium,mcp,1057.0,MEDIUM_CONF
U1082-02,uhlsport,Uhlsport Aerored Supersoft HN Torwartha,,red,grey,Hybrid,medium,mcp,1054.0,MEDIUM_CONF
U1123,uhlsport,Uhlsport Radar Control Supersoft Handsc,,yellow,blue,Regular Cut,medium,mcp,1050.0,MEDIUM_CONF
U1141,uhlsport,Uhlsport Dyn.Impulse Absolutgrip TW-Han,,yellow,orange,Negative Cut,medium,mcp,1050.0,MEDIUM_CONF
10351158_IF8194_635,NIKE,Nike Dynamic Fit Torwarthandschuhe Rot,,red,blue,Negative Cut,medium,mcp,1050.0,MEDIUM_CONF
10345986_5599813_1190,reusch,Reusch AB1 Celebration Torwarthandschuh,,,,,medium,mcp,1049.0,NO_COLOR
R3970510-583,reusch,Fit Control SD Open Cuff Finger Support,,yellow,,Regular Cut,medium,mcp,1048.0,MEDIUM_CONF
HO520095,HO Soccer,HO SOCCER First Evolution Negative Flash,,yellow,black,Negative Cut,medium,mcp,1048.0,MEDIUM_CONF
E7222004,erima,Erima Skinator Torwarthandschuhe Rot Bl,,red,blue,,medium,mcp,1044.0,MEDIUM_CONF
P041638-01,Puma,PUMA KING IC TW-Handschuh Schwarz Weiss,,black,white,Negative Cut,medium,mcp,1041.0,MEDIUM_CONF
R3970239-583,reusch,REUSCH FIT CONTROL S1 EVOLUTION,,yellow,,Rollfinger,medium,mcp,1040.0,MEDIUM_CONF
R5170439-3001,reusch,Reusch Attrakt Aqua Torwarthandschuh F3,,red,blue,Negative Cut,medium,mcp,1038.0,MEDIUM_CONF
HO520041,HO Soccer,FIRST SUPERLIGHT NEGATIVE CLASSIC BLUE,,blue,,Negative Cut,medium,mcp,1030.0,MEDIUM_CONF
NCZ8136-073,NIKE,NIKE GK Vapor Grip 3 NC Promo 20cm,,grey,,Negative Cut,medium,mcp,1027.0,MEDIUM_CONF
RPB70102102,gloveglu,Glove Glu Dry Skinn NC,,red,black,Negative Cut,medium,mcp,1019.0,MEDIUM_CONF
R5672955-4126,reusch,Reusch Attrakt Gold X NC Torwarthandsch,,blue,,Negative Cut,medium,mcp,1014.0,MEDIUM_CONF
U1117,uhlsport,Uhlsport Radar Control Supergrip FS Han,,yellow,blue,Hybrid,medium,mcp,1007.0,MEDIUM_CONF
U1149,uhlsport,Uhlsport Supersoft HN Flex Frame TW-Han,,yellow,black,Hybrid,medium,mcp,1005.0,MEDIUM_CONF
HO520012,HO Soccer,MGC SPECIAL EDITION RETRO BLACK,,black,,Negative Cut,medium,mcp,1005.0,MEDIUM_CONF
P000034-REG,reusch,reusch re:ceptor green (Veronese SMU),,,,,medium,mcp,992.0,NO_COLOR
KS337-015,KEEPERsport,KEEPERsport GK-Glove Varan5 NC Supersoft,015,black,green,Negative Cut,high,mcp_ks,979.0,MCP_KS_VERIFY
R5199354-4010,reusch,Reusch Freegel Fusion OT Szczesny,,,,,medium,mcp,899.0,NO_COLOR
P000022-WAO,reusch,reusch Waorani (Rafael Romo SMU),,,,,medium,mcp,899.0,NO_COLOR
EL9990060,Elite Sport,Elite TC Limited Edition,,,,,medium,mcp,821.0,NO_COLOR
KS10020,KEEPERsport,KEEPERsport Varan7 Hero Promo,,,,,medium,mcp,795.0,NO_COLOR
8FP9927-MAG,reusch,reusch Magno black (Elana SMU),,,,,medium,mcp,773.0,NO_COLOR
R3370807-516,reusch,reusch Argos Pro SG,,,,,medium,mcp,719.0,NO_COLOR
8FP9927-KEY,reusch,reusch Keon yellow (Elana SMU),,,,,medium,mcp,709.0,NO_COLOR
P000033-REC,reusch,reusch re:ceptor (Mbohli SMU),,,,Rollfinger,medium,mcp,696.0,NO_COLOR
R3170807-501,reusch,reusch Keon SG Elite,,,,,medium,mcp,693.0,NO_COLOR
R3370822-409,reusch,reusch Argos SG Finger Support,,,,,medium,mcp,660.0,NO_COLOR
U0190,uhlsport,Uhlsport Eliminator Soft Graphit SF Sch,,,,Regular Cut,medium,mcp,653.0,NO_COLOR
R3370870-701,reusch,reusch Argos SG,,,,,medium,mcp,630.0,NO_COLOR
P000002-REP,reusch,reusch re:puls orange (Abbiati SMU),,,,,medium,mcp,628.0,NO_COLOR
P000012-REC,reusch,reusch Receptor (Audard SMU without Prin,,,,,medium,mcp,597.0,NO_COLOR
P000012-WAO,reusch,reusch Waorani (Audard SMU),,,,,medium,mcp,590.0,NO_COLOR
R3170807-701,reusch,reusch Keon SG Elite,,,,,medium,mcp,574.0,NO_COLOR
KS10013-011,KEEPERsport,KEEPERsport Varan6 PRO NC Torwarthandsc,011,black,,Negative Cut,high,mcp_ks,556.0,MCP_KS_VERIFY
P000031-REB,reusch,reusch re:ceptor blue (Gabriel SMU),,,,,medium,mcp,529.0,NO_COLOR
KS10009-011,KEEPERsport,KEEPERsport Varan6 PRO GC Torwarthandsc,011,white,blue,Rollfinger,high,mcp_ks,493.0,MCP_KS_VERIFY
P000003-REO,reusch,reusch re:load orange (Sirigu SMU),,,,,medium,mcp,472.0,NO_COLOR
R3570900-770,reusch,reusch Re:ceptor Deluxe G2 Ortho-Tec,,,,,medium,mcp,463.0,NO_COLOR
P000012-KEY,reusch,reusch Keon yellow (Audard SMU),,,,Negative Cut,medium,mcp,462.0,NO_COLOR
R000041-REP,reusch,reusch re:pulse (Perquis SMU),,,,,medium,mcp,453.0,NO_COLOR
ETS3770956_494,reusch,Reusch Serathor Pro G2 Negative Cut Han,,,,,medium,mcp,453.0,NO_COLOR
KSP10050,KEEPERsport,KEEPERsport Varan8 Champ NC Promo,,,,,medium,mcp,443.0,NO_COLOR
R3570606-302,reusch,reusch Re.ceptor Prime D1,,,,,medium,mcp,417.0,NO_COLOR
R3470800-344,reusch,reusch Waorani Pro S1 Ortho-Tec,,,,Regular Cut,medium,mcp,408.0,NO_COLOR
KS337-006,KEEPERsport,KEEPERsport GK-Glove Varan5 NC Supersoft,006,red,,Negative Cut,high,mcp_ks,408.0,MCP_KS_VERIFY
KS332-015,KEEPERsport,KEEPERsport GK-Glove Varan5 Pro NC,015,black,green,Negative Cut,high,mcp_ks,404.0,MCP_KS_VERIFY
8FP9041-KEY,reusch,reusch Keon yellow (Sirigu SMU),,,,,medium,mcp,400.0,NO_COLOR
P000008-KEOA2B,reusch,reusch Keon A2 (Castellazzi SMU),,,,,medium,mcp,395.0,NO_COLOR
ETS1011159_001,uhlsport,Uhlsport Soft Resist Flex Frame,,,,,medium,mcp,369.0,NO_COLOR
