ParentSKU,Marke,MCP_Basisfarbe,Desc_Basisfarbe,Desc_colors,Revenue,Status
ETS5170039_2001,reusch,yellow,,,49.03,no_description
10225791_1011239_001,uhlsport,white,,,48.28,no_description
HO0520257,HO Soccer,yellow,,,48.23,no_description
ETS1011013_01,uhlsport,black,,,47.45,no_description
SGP151638,Sells Goalkeeper,blue,,,46.64,no_color_in_text
R3970093-7040,reusch,black,,,46.64,no_color_in_text
ETS5070439_4989,reusch,blue,,,45.87,no_description
HO51-0632,HO Soccer,yellow,,,45.73,no_color_in_text
HO510672,HO Soccer,,,,45.69,no_color_in_text
HO0520415,HO Soccer,white,,,45.45,no_description
P041226-32,Puma,,,,45.43,no_description
ETS041440_022,Puma,,,,45.4,no_description
P041215-02,Puma,yellow,,,45.08,no_color_in_text
ETS510662_000,HO Soccer,,,,43.77,no_description
R5070935-1100,reusch,,,,43.18,no_description
R5070939-7083,reusch,black,,,43.06,no_description
NGS3884-486,NIKE,white,,,42.87,no_color_in_text
P041262-20,Puma,red,black,black/red,42.83,found
ETS5172238_4010,reusch,blue,,,42.58,no_description
NGS3885-486,NIKE,white,,,42.58,no_color_in_text
U0186,uhlsport,blue,,,42.54,no_color_in_text
NCW2936-073,NIKE,grey,,,42.49,no_color_in_text
ETS1011105_001,uhlsport,red,,,42.28,no_description
ETS1011035_01,uhlsport,yellow,,,42.19,no_description
KSP10002,KEEPERsport,,,,40.98,no_description
NB00055-01,New Balance,yellow,,,40.94,no_description
SGP151637,Sells Goalkeeper,blue,,,40.94,no_color_in_text
SGP151614,Sells Goalkeeper,blue,,,40.94,no_color_in_text
HO510722,HO Soccer,green,,,39.99,no_color_in_text
HO510776,HO Soccer,white,white,white,39.63,found
ETSGS3892_486,NIKE,white,,,39.58,no_description
ETSFS0426_000,adidas,green,,,39.19,no_color_in_text
KSU1013-02,uhlsport,black,,,39.01,no_color_in_text
U1054,uhlsport,grey,,,38.44,no_color_in_text
HO510708,HO Soccer,,,,38.44,no_color_in_text
HO50-0605,HO Soccer,blue,,,38.4,no_color_in_text
U1020,uhlsport,black,,,37.66,no_color_in_text
ETS1011036_01,uhlsport,yellow,,,37.48,no_description
SGP1416,Sells Goalkeeper,white,,,36.89,no_color_in_text
U1055,uhlsport,grey,,,36.87,no_color_in_text
U0545,uhlsport,blue,,,36.02,no_description
HO510777,HO Soccer,green,green,green,35.43,found
ETS1000140_01,uhlsport,white,,,34.55,no_description
U1121,uhlsport,yellow,,,34.43,no_color_in_text
HO510775,HO Soccer,black,black,black,34.39,found
ETS3870936_236,reusch,yellow,,,34.39,no_description
ETSGS0376_410,NIKE,black,,,33.75,no_description
ETS1011054_001,uhlsport,,,,32.75,no_description
U0187,uhlsport,blue,,,32.75,no_color_in_text
ETS2649_000,Derbystar,white,,,32.68,no_description
HO0520090,HO Soccer,yellow,,,32.29,no_description
ETS510658_000,HO Soccer,yellow,,,31.74,no_description
NGS3885-686,NIKE,red,red,red,31.66,found
NGS0360-060,NIKE,black,,,31.66,no_color_in_text
U1074,uhlsport,yellow,,,31.57,no_color_in_text
ETS041222_001,Puma,white,,,31.4,no_description
ETS1011066_001,uhlsport,yellow,,,31.07,no_description
R3770320-484,reusch,,,,30.94,no_description
HO0520087IT,HO Soccer,orange,,,30.75,no_description
R3972200-583,reusch,yellow,,,30.29,no_color_in_text
KS0KSU0598-01,uhlsport,,,,30.17,no_description
ETS7222002_813950,erima,black,,,29.8,no_description
ETS1000142_01,uhlsport,black,,,28.78,no_description
ETS2531_000,Derbystar,black,,,28.5,no_description
HO0520420,HO Soccer,red,,,28.28,no_description
HO510707,HO Soccer,green,,,27.83,no_color_in_text
10361237_5472710_2025,reusch,black,,,27.83,no_description
R3972204-783,reusch,orange,,,27.83,no_color_in_text
ETS2555_024,JAKO,white,,,27.79,no_description
R3970735-775,reusch,blue,,,27.66,no_color_in_text
KSP10070,KEEPERsport,,,,27.5,no_description
10322248_5572700_7700,reusch,black,,,27.05,no_description
10271338_520281_000,HO Soccer,yellow,,,27.01,no_description
ETS1000130_01,uhlsport,black,,,26.64,no_description
ADN8566,adidas,red,,,26.45,no_color_in_text
ETS1011098_001,uhlsport,red,,,26.4,no_description
ETS1011099_001,uhlsport,,,,26.05,no_description
U1060,uhlsport,grey,,,25.78,no_color_in_text
ETS1011103_001,uhlsport,,,,25.57,no_description
ETSFS0417_000,adidas,green,,,25.45,no_color_in_text
HO510824,HO Soccer,yellow,,,24.61,no_color_in_text
U0153-01,uhlsport,,,,24.55,no_description
SGP9497-4200,Sells Goalkeeper,green,,,24.36,no_color_in_text
AFR8373,adidas,black,,,24.34,no_color_in_text
HO0520097,HO Soccer,pink,,,24.14,no_description
ETSD2527K_000,Derbystar,black,,,24.14,no_description
ETS2541_04,JAKO,black,,,23.68,no_description
ETS1011126_01,uhlsport,,,,23.28,no_description
ETS2552_024,JAKO,grey,,,23.09,no_description
ETS5072263_2199,reusch,,,,22.87,no_description
ACW5597,adidas,red,,,22.47,no_color_in_text
P041481-01,Puma,black,,,22.46,no_color_in_text
ETS1000172_01,uhlsport,red,,,22.05,no_description
U1057,uhlsport,green,,,20.49,no_color_in_text
TEA2X0Z04930,Erreà,,,,20.49,no_description
R3770235-191,reusch,white,,,20.45,no_color_in_text
HO510678,HO Soccer,,,,19.67,no_color_in_text
ETS041654_02,Puma,yellow,,,19.47,no_description
ETSGK3511_000,adidas,yellow,,,19.22,no_description
HO0520098,HO Soccer,grey,,,19.17,no_description
ETSGS3882_486,NIKE,white,,,19.12,no_description
ACW5599,adidas,yellow,,,18.93,no_color_in_text
HO510717,HO Soccer,green,,,18.85,no_color_in_text
AZ3686,adidas,black,,,18.44,no_description
ETS041699_001,Puma,white,,,18.07,no_description
10271357_520264_000,HO Soccer,yellow,,,17.5,no_description
ETSFH7295_000,adidas,,,,16.48,no_description
R5072239-7083,reusch,black,,,16.35,no_color_in_text
ETS1011060_001,uhlsport,,,,15.94,no_description
ETS041665_02,Puma,yellow,,,15.71,no_description
ETSCW5606_000,adidas,red,,,15.63,no_description
HO0510713IT,HO Soccer,yellow,,,15.5,no_description
ETS1000541_01,uhlsport,white,,,14.34,no_description
HO51116507,HO Soccer,orange,orange,orange,13.95,found
ETSFJ5989_000,adidas,,,,13.94,no_description
ETS1011147_001,uhlsport,yellow,,,13.85,no_description
ETS2678K_000,Derbystar,white,,,13.24,no_description
ETS1011061_001,uhlsport,grey,,,12.3,no_description
HO0520197,HO Soccer,white,,,11.89,no_description
U0368-01,uhlsport,,,,11.48,no_description
ETS1011148_001,uhlsport,yellow,,,10.73,no_description
ETSGS0281_183,NIKE,red,,,9.62,no_description
ETSGS3883_398,NIKE,black,,,9.09,no_description
HO0520251,HO Soccer,black,,,8.16,no_description
KSP10071,KEEPERsport,,,,0.0,no_description
