Marke,ParentSKU,ProductName,Revenue_total,Kategorie_Code,Kategorie,MCP_Name,MCP_Type,MCP_Brand,MCP_Color_keys,MCP_Color_labels,MCP_Collection,MCP_Gender,MCP_Sleeve_length,MCP_Pants_cut,MCP_Padding,MCP_Fit,MCP_Leg_type,MCP_Neckline,MCP_Feature_textile,MCP_Mesh_inset,MCP_Extra,MCP_resolved
Erreà,TDP0A0Z-020/L,Erreà Orfeo Sottopantaloncino,77.72,1005,Torwart Unterziehhosen,,,,,,,,,,,,,,,,,false
Puma,P656440-02,PUMA Football Next Pant (grey),77.43,1002,Torwarthosen,PUMA ftblNXT Pants,configurable,PUMA,grey,Grau,,Herren,,long,,,tight,,"breathability, comfortable, drycell",,drawstring,true
NIKE,N898043-010,Nike Gardien II Torwarttrikot langarm S,76.85,1001,Torwarttrikots,Nike Gardien II GK-Shirt l/s,configurable,NIKE,"black, pink","Schwarz, Pink",,Herren,long-sleeve,long,,,,round-neck,"breathability, lightweight, sweat-management, dri-fit",general,,true
NIKE,NAQ5326-012,NIKE Promo GK-Short (grey),76.63,1002,Torwarthosen,NIKE Promo GK-Short (grey),configurable,NIKE,grey,Grau,,,,short,,,,,,,,true
KEEPERsport,KS60003-623,KEEPERsport Undershirt Powerpads Hero,76.63,1004,Torwart Unterziehshirts,KEEPERsport Undershirt Powerpads Hero,configurable,KEEPERsport,black,Schwarz,,,,long,"with-padding, elbow, shoulder",,,,,,,true
reusch,R3311501-700,Reusch Training Shirt maglia da portiere,75.61,1003,Torwart Trainingsoberteile,Reusch Training Shirt maglia da portiere,configurable,REUSCH,,,,,,,,,,,,,,true
NIKE,ETSCJ6072_463,Nike Dri-FIT Park IV TW-Shirt langarm K,74.92,1001,Torwarttrikots,,,,,,,,,,,,,,,,,false
NIKE,NAQ5326-547,NIKE Promo GK-Short (purple),74.46,1002,Torwarthosen,NIKE Promo GK-Short (purple),configurable,NIKE,violet,Violett,,,,short,,,,,,,,true
adidas,AD82100,Adidas Techfit Base Short Tight (cobalt),74.43,1005,Torwart Unterziehhosen,adidas Tech Fit Base Short Tight Pants,configurable,adidas,blue,Blau,,,,short,,,,,,,,true
reusch,R3318202-700,Reusch Starter Short Torwarthose kurz S,74.38,1002,Torwarthosen,Reusch Starter Short GK-Pants,configurable,REUSCH,black,Schwarz,,Herren,,,,,,,,,,true
Erreà,TDP0A0Z-010/L,Erreà Orfeo Sottopantaloncino,73.75,1005,Torwart Unterziehhosen,,,,,,,,,,,,,,,,,false
NIKE,N919759-817,Nike Gardien II Promo Torwarttrikot kur,73.73,1001,Torwarttrikots,Nike Promo GK-Shirt s/s,configurable,NIKE,orange,Orange,,Herren,short-sleeve,short,,,,round-neck,"breathability, comfortable, lightweight, sweat-management, durability, dri-fit, cooling",laterally,,true
NIKE,10290161_FD7477_060/M.40,Nike Gardien V Torwarttrikot LA Damen G,72.96,1001,Torwarttrikots,,,,,,,,,,,,,,,,,false
NIKE,N725887-010,Nike Park II Knit (black),71.3,1002,Torwarthosen,Nike Park II Short,configurable,NIKE,black,Schwarz,,,,short,,thin,wide,,"breathability, comfortable, lightweight, sweat-management",general,drawstring,true
NIKE,ETSCV0050_010,Nike Gardien Tight Torwarthose Kids F01,71.23,1002,Torwarthosen,,,,,,,,,,,,,,,,,false
HO Soccer,HO50_5032_8430,HO Soccer Set One (blue),69.66,1009,Torwartset,HO Soccer Set One (blue),configurable,HO SOCCER,blue,Blau,,,,,,,,,,,,true
uhlsport,U5614-12,Uhlsport Goal Torwarttrikot Grau Schwar,69.29,1001,Torwarttrikots,uhlsport Goal GK-Shirt,configurable,uhlsport,"black, grey","Schwarz, Grau",,Herren,long-sleeve,long,with-padding,,,,,,,true
Puma,P703068-62,PUMA GK Short Torwartshort Blau Schwarz,68.93,1002,Torwarthosen,PUMA GK Short GK-Shorts,configurable,PUMA,"black, blue","Schwarz, Blau",,Herren,,short,,wide,wide,,"breathability, individual-fit, lightweight, sweat-management, drycell",general,drawstring,true
NIKE,N869628-657,Nike Promo GK-Short (red),68.82,1002,Torwarthosen,Nike Promo GK-Short (red),configurable,NIKE,red,Rot,,,,short,,,,,,,,true
Puma,ETS654388K_060,PUMA GK Padded Shirt Torwarttrikot Kids,68.81,1001,Torwarttrikots,PUMA GK Padded Shirt GK-Shirt Kids,configurable,PUMA,"black, grey","Schwarz, Grau",,,long-sleeve,,elbow,thin,,round-neck,"breathability, comfortable, individual-fit, sweat-management, drycell, durability",,,true
KEEPERsport,KS01KS419,KEEPERsport GK Set KEEPERnator 3/4,68.78,1009,Torwartset,,,,,,,,,,,,,,,,,false
KEEPERsport,KS405-2,KEEPERsport Shirt s/s Eagle (grey),68.75,1001,Torwarttrikots,KEEPERsport GK Shirt Eagle s/s (grey),configurable,KEEPERsport,grey,Grau,,,,short,,,,,,,,true
adidas,AZ5397,adidas Revigo 17 Torwarttrikot Blau,68.38,1001,Torwarttrikots,adidas Revigo 17 GK-Shirt,configurable,adidas,"black, blue","Schwarz, Blau",,Herren,long-sleeve,long,,normal,,v-neck,"breathability, lightweight, sweat-management",,,true
NIKE,ETS894516_518,Nike Park III Goalie Torwarttrikot Kids,68.23,1001,Torwarttrikots,Nike Park III Goalie GK-Shirt Kids,configurable,NIKE,"white, purple","Weiß, purple",,,long-sleeve,,,,,round-neck,"breathability, lightweight, sweat-management, durability",,,true
Puma,P656518-04,PUMA Football Next Graphic GK-Shorts,68.03,1002,Torwarthosen,PUMA ftblNXT Graphic Short,configurable,PUMA,"yellow, black","Gelb, Schwarz",,"Herren, Damen",,short,,,,,"breathability, comfortable, lightweight, sweat-management, elasticity, durability",,,true
NIKE,NAQ5326-657,NIKE Promo GK-Short (red),67.94,1002,Torwarthosen,NIKE Promo GK-Short (red),configurable,NIKE,red,Rot,,,,short,,,,,,,,true
NIKE,NAA2086-010,Nike Park 18 Knit,67.71,1002,Torwarthosen,Nike Park 18 Knit,configurable,NIKE,"black, white","Schwarz, Weiß",NIKE Park,Herren,,long,,,zipper,,"breathability, individual-fit, sweat-management",,drawstring,true
Puma,P702090-35,PUMA Stadium GK Short Torwartshort Grau,66.95,1002,Torwarthosen,PUMA Stadium GK Short GK-Shorts,configurable,PUMA,"orange, grey","Orange, Grau",,Herren,,short,,,,,,,,true
NIKE,N707054-319,Nike Stadium GK-Jersey l/s (green),65.5,1001,Torwarttrikots,Nike Stadium GK-Jersey l/s (green),configurable,NIKE,green,Grün,,,,long,,,,,,,,true
adidas,AI6341,adidas Onore 16 Torwarttrikot Weiss Gra,65.5,1001,Torwarttrikots,adidas Onore 16 GK-Shirt,configurable,adidas,"white, grey","Weiß, Grau",,Herren,,long,with-padding,,,,,,,true
KEEPERsport,KS210-023,KEEPERsport GK Undershorts Eagle Camo,65.08,1005,Torwart Unterziehhosen,KEEPERsport GK Undershorts Eagle Camo,configurable,KEEPERsport,green,Grün,,,,short,,,,,,,,true
uhlsport,U5611-01,uhlsport Eliminator GK-Shirt l/s,64.96,1001,Torwarttrikots,uhlsport Eliminator GK-Shirt l/s,configurable,uhlsport,"blue, green","Blau, Grün",uhlsport Eliminator,Herren,long-sleeve,long,,normal,,v-neck,"breathability, lightweight, sweat-management, durability",,,true
adidas,A742738,Adidas Parma II Short (white),63.95,1002,Torwarthosen,adidas Parma II Short,configurable,adidas,,,,,,short,,,,,,,,true
NIKE,NAQ5325-657,NIKE Promo GK-Jersey s/s (red),63.93,1001,Torwarttrikots,NIKE Promo GK-Jersey s/s (red),configurable,NIKE,red,Rot,,,,short,,,,,,,,true
NIKE,ETS894509_803,Nike Park III Goalie Torwarttrikot Oran,63.86,1001,Torwarttrikots,Nike Park III Goalie GK-Shirt,configurable,NIKE,"black, orange","Schwarz, Orange",,Herren,long-sleeve,,,normal,,round-neck,"breathability, comfortable, sweat-management, dri-fit",,,true
NIKE,ETS881483_463,Nike Trophy III Dry Team Shirt s/s,63.77,1001,Torwarttrikots,Nike Trophy III Dry Team Shirt s/s,configurable,NIKE,blue,Blau,,Herren,short-sleeve,,,normal,,v-neck,"breathability, lightweight, sweat-management, durability",,,true
Erreà,TDP0A0Z-030/L,Erreà Orfeo Sottopantaloncino,62.21,1005,Torwart Unterziehhosen,,,,,,,,,,,,,,,,,false
KEEPERsport,KS230-034,KEEPERsport GK Short GuKra4 (blue),62.02,1002,Torwarthosen,KEEPERsport GK Short GuKra4 (blue),configurable,KEEPERsport,blue,Blau,,,,short,,,,,,,,true
KEEPERsport,KS211,KEEPERsport Panther Promo Torwartshort,61.3,1002,Torwarthosen,KEEPERsport Panther Promo GK-Shorts,configurable,KEEPERsport,"black, white","Schwarz, Weiß",KEEPERsport Panther,Herren,,short,with-padding,,,,"breathability, comfortable, cushioning",,,true
NIKE,NCI1041-535,Nike Promo TW-Short Lila F535,61.25,1002,Torwarthosen,Nike Promo TW-Short,configurable,NIKE,purple,purple,,Herren,,short,,,,,"breathability, comfortable, lightweight, sweat-management, cooling",,drawstring,true
Umbro,ETS64695U_0LF,Umbro Portero Jersey TW-Trikot langarm,61.2,1001,Torwarttrikots,Umbro Portero Jersey GK-Shirt l/s F0LF,configurable,Umbro,yellow,Gelb,,Herren,long-sleeve,,,,,round-neck,"breathability, comfortable",,,true
Puma,P655314-03,PUMA LIGA Training Pants,61.02,1002,Torwarthosen,PUMA LIGA Training Pants,configurable,PUMA,black,Schwarz,PUMA Liga,Herren,,long,,,,,,,,true
NIKE,10290161_FD7477_060/S.36,Nike Gardien V Torwarttrikot LA Damen G,60.8,1001,Torwarttrikots,,,,,,,,,,,,,,,,,false
KEEPERsport,KS431-315,KEEPERsport Shirt Eagle (fluogreen),59.72,1001,Torwarttrikots,KEEPERsport Shirt Eagle (fluogreen),configurable,KEEPERsport,green,Grün,,,,short,,,,,,,,true
NIKE,NCD0562-010,NIKE Vaporknit Strike Pant (black),58.78,1002,Torwarthosen,Nike Vaporknit Strike Pants,configurable,NIKE,black,Schwarz,,Herren,,long,,thin,,,"breathability, comfortable, sweat-management, elasticity",general,,true
NIKE,NAQ5324-010,Nike Promo GK-Jersey LS Schwarz Weiss F,57.34,1001,Torwarttrikots,Nike Promo GK-Jersey LS,configurable,NIKE,"black, white","Schwarz, Weiß",,Herren,long-sleeve,long,,,,v-neck,"breathability, comfortable, lightweight, sweat-management",general,,true
KEEPERsport,KS206J,KEEPERsport GK Undershorts Panther Jun.,57.21,1005,Torwart Unterziehhosen,KEEPERsport GK Undershorts Panther Jun.,configurable,KEEPERsport,black,Schwarz,KEEPERsport Panther,,,short,with-padding,,,,,,,true
NIKE,NBV6863-477,Nike League Knit II Short Kids,57.09,1002,Torwarthosen,Nike League Knit II Short Kids,configurable,NIKE,"white, blue","Weiß, Blau",,,,short,,thin,,,"breathability, comfortable, lightweight, sweat-management, elasticity, durability, dri-fit",,drawstring,true
JAKO,ETS8905_28,JAKO Striker 2.0 Torwarttrikot Khaki Gr,57.05,1001,Torwarttrikots,JAKO Striker 2.0 GK-Shirt,configurable,Jako,khaki,khaki,,Herren,long-sleeve,,elbow,loose,cuffs,round-neck,"breathability, comfortable, sweat-management, keep-dry",,,true
adidas,10246855_HR8719_000,adidas Tiro 23 Pro Tight Torwarthose Da,56.72,1002,Torwarthosen,adidas Tiro 23 Pro GK-Tight women,configurable,adidas,"black, green","Schwarz, Grün",adidas Tiro,Damen,,long,,,,,,,,true
KEEPERsport,KS01KS218-11,KEEPERsport Undershort Eagle,56.39,1005,Torwart Unterziehhosen,KEEPERsport Undershort Eagle,configurable,KEEPERsport,,,,,,,,,,,,,,true
adidas,AD82097,Adidas Techfit Base Short Tight (black),56.02,1005,Torwart Unterziehhosen,adidas Tech Fit Base Short Tight Pants,configurable,adidas,black,Schwarz,,,,short,,,,,,,,true
adidas,AI6343,adidas Onore 16 Torwarttrikot Kids Rot,55.3,1001,Torwarttrikots,adidas Onore 16 GK-Shirt Kids,configurable,adidas,"red, black","Rot, Schwarz",,,long-sleeve,long,with-padding,,,,,,,true
adidas,ACE1702,adidas Condivo 18 Short,54.84,1002,Torwarthosen,adidas Condivo 18 Short,configurable,adidas,"yellow, grey","Gelb, Grau",,Herren,,short,,normal,wide,,"breathability, individual-fit, sweat-management, climacool",,drawstring,true
uhlsport,U5587S-03,Uhlsport Match Torwarttrikot Orange Sch,54.66,1001,Torwarttrikots,uhlsport Match GK-Shirt,configurable,uhlsport,"black, orange","Schwarz, Orange",,Herren,,short,,,,,,,,true
reusch,R5016200-7702,REUSCH STARTER II PANT,54.08,1002,Torwarthosen,REUSCH STARTER II PANT,configurable,REUSCH,black,Schwarz,,,,long,with-padding,,,,,,,true
NIKE,NAQ5325-739,NIKE Promo GK-Jersey s/s (yellow),53.28,1001,Torwarttrikots,NIKE Promo GK-Jersey s/s (yellow),configurable,NIKE,yellow,Gelb,,,,short,,,,,,,,true
NIKE,NAQ5325-012,NIKE Promo GK-Jersey s/s (grey),53.28,1001,Torwarttrikots,NIKE Promo GK-Jersey s/s (grey),configurable,NIKE,grey,Grau,,,,short,,,,,,,,true
uhlsport,U3342-25,uhlsport Center Basic Short,52.68,1002,Torwarthosen,uhlsport Center Basic Short,configurable,uhlsport,"red, blue","Rot, Blau",,Herren,,short,,,,,"breathability, comfortable, lightweight",,,true
JAKO,ETS8905_01,JAKO Striker 2.0 Torwarttrikot Rot Grau,51.81,1001,Torwarttrikots,JAKO Striker 2.0 GK-Shirt,configurable,Jako,red,Rot,,Herren,long-sleeve,,elbow,loose,cuffs,round-neck,"breathability, comfortable, sweat-management, keep-dry",,,true
NIKE,N919759-398,Nike Gardien II Promo Torwarttrikot kur,51.78,1001,Torwarttrikots,Nike Promo GK-Shirt s/s,configurable,NIKE,"black, green","Schwarz, Grün",,Herren,short-sleeve,short,,,,round-neck,"breathability, comfortable, lightweight, sweat-management, durability, dri-fit, cooling",laterally,,true
Erreà,TU760L-01/S,Erreà sottomaglia,50.55,1004,Torwart Unterziehshirts,,,,,,,,,,,,,,,,,false
NIKE,NCI1028-657,Nike Promo TW-Trikot kurzarm Rot F657,50.16,1001,Torwarttrikots,Nike Promo GK-Shirt s/s,configurable,NIKE,red,Rot,Nike promo,Herren,short-sleeve,short,,,,round-neck,"breathability, comfortable, lightweight, sweat-management",,,true
NIKE,N725990-719,Nike League Knit Short Kids,49.74,1002,Torwarthosen,Nike League Knit Short Kids,configurable,NIKE,yellow,Gelb,,,,short,,thin,wide,,"breathability, individual-fit, lightweight, sweat-management, dri-fit",,drawstring,true
Puma,ETS703443_007,PUMA LIGA Torwarttrikot Kids Gelb Schwa,49.64,1001,Torwarttrikots,,,,,,,,,,,,,,,,,false
Sells Goalkeeper,SGP8694,Sells Axis Pants Terrain,49.1,1002,Torwarthosen,Pant Champion Kevlar,configurable,Jako,"red, black","Rot, Schwarz",Sells Axis,,,long,with-padding,,,,,,,true
uhlsport,U3806-12,uhlsport Club Short,48.78,1002,Torwarthosen,uhlsport Club Short,configurable,uhlsport,"black, orange","Schwarz, Orange",,"Herren, Damen",,short,,loose,wide,,"breathability, comfortable, lightweight, sweat-management",general,drawstring,true
NIKE,N832902-010,Nike Flex Strike Pant (black),48.77,1002,Torwarthosen,Nike Flex Strike Pant (black),configurable,NIKE,black,Schwarz,,,,long,,,,,,,,true
uhlsport,ETS1005204K_014,Uhlsport Offense 23 Torwartset Kids KA,48.38,1001,Torwarttrikots,uhlsport Offense 23 GK-Set Kids KA,configurable,uhlsport,"black, orange","Schwarz, Orange",,,long-sleeve,,"elbow, hip, knee",,tight,round-neck,"breathability, comfortable, individual-fit, lightweight, sweat-management, durability, cushioning",,drawstring,true
KEEPERsport,KS01KS702,KEEPERsport GK Overall Eagle 3/4,48.32,1003,Torwart Trainingsoberteile,KEEPERsport GK Overall Eagle 3/4,configurable,KEEPERsport,,,,,,,,,,,,,,true
Derbystar,ETS6059_420,Derbystar Hyper Torwarttrikot langarm K,48.18,1001,Torwarttrikots,Derbystar Hyper GK-Shirt l/s Kids,configurable,Derbystar,"black, green","Schwarz, Grün",,,long-sleeve,,,thin,,u-neck,"breathability, comfortable, elasticity, durability, hold",,,true
NIKE,N725887-302,NIKE Park Knit Short (green),47.98,1002,Torwarthosen,Nike Park II Short,configurable,NIKE,green,Grün,,,,short,,thin,wide,,"breathability, comfortable, lightweight, sweat-management",general,drawstring,true
KEEPERsport,KS0KS404J,KEEPERsport Neo Shark Junior,47.5,1004,Torwart Unterziehshirts,,,,,,,,,,,,,,,,,false
adidas,AO07510,Adidas Tiro 11 Short (white),47.33,1002,Torwarthosen,adidas Tiro 11 Short Pants,configurable,adidas,,,,,,short,,,,,,,,true
uhlsport,U5624-08,Uhlsport Stream 22 Torwart-Set Kids Gel,47.26,1001,Torwarttrikots,uhlsport Stream 22 Torwart-Set Kids,configurable,uhlsport,"yellow, blue","Gelb, Blau",,,long-sleeve,long,"with-padding, elbow, hip, knee",,,round-neck,"breathability, comfortable, lightweight",,drawstring,true
adidas,ABJ9131,adidas Tastigo 17 Short,46.95,1002,Torwarthosen,adidas Tastigo 17 Short,configurable,adidas,"white, blue","Weiß, Blau",,Herren,,short,,normal,wide,,"breathability, individual-fit, lightweight, sweat-management, climacool, hold",,,true
adidas,ETSZ11471_000,adidas Tierro 13 Torwarthose kurz Kids,46.82,1002,Torwarthosen,adidas Tierro 13 GK-Pants Kids,configurable,adidas,"black, white","Schwarz, Weiß",,,,,hip,normal,wide,,"breathability, lightweight, climalite, cushioning, hold",,drawstring,true
Puma,P704034-41,PUMA CUP Short,46.53,1002,Torwarthosen,PUMA CUP Short,configurable,PUMA,"pink, purple","Pink, purple",,Herren,,short,,,,,"breathability, lightweight, sweat-management, drycell",,,true
KEEPERsport,KS405-1,KEEPERsport Shirt s/s Eagle (black),46.52,1001,Torwarttrikots,KEEPERsport Shirt s/s Eagle (black),configurable,KEEPERsport,black,Schwarz,,,,short,,,,,,,,true
KEEPERsport,KS01KS202J,KEEPERsport GK Pant Eagle 3/4 junior,46.35,1002,Torwarthosen,,,,,,,,,,,,,,,,,false
adidas,AS96978,Adidas Condivo 16 GK-Short (green),45.94,1002,Torwarthosen,adidas Condivo 16 Short,configurable,adidas,green,Grün,,,,short,,normal,wide,,"breathability, individual-fit, sweat-management, climacool, hold",,drawstring,true
Erreà,TDP0A0Z-040/L,Erreà Orfeo Sottopantaloncino,45.52,1005,Torwart Unterziehhosen,,,,,,,,,,,,,,,,,false
HO Soccer,HO50-2032,HO Soccer giacca Top Winter,45.43,1003,Torwart Trainingsoberteile,HO Soccer giacca Top Winter,configurable,HO SOCCER,black,Schwarz,,,,,,,,,,,,true
NIKE,N869628-010,Nike Promo GK-Short (black),45.04,1002,Torwarthosen,Nike Promo GK-Short (black),configurable,NIKE,black,Schwarz,,,,short,,,,,,,,true
KEEPERsport,KS208,KEEPERsport GK Shorts Eagle,44.66,1002,Torwarthosen,KEEPERsport GK Shorts Eagle,configurable,KEEPERsport,black,Schwarz,KEEPERsport Eagle,,,short,,,,,,,,true
adidas,ACV6350,adidas AdiPro 18 Torwarttrikot langarm,44.5,1001,Torwarttrikots,adidas AdiPro 18 GK-Shirt l/s,configurable,adidas,blue,Blau,,Herren,,long,,,,,,,,true
Erreà,TDP0A0Z-010/S,Erreà Orfeo Sottopantaloncino,44.25,1005,Torwart Unterziehhosen,,,,,,,,,,,,,,,,,false
HO Soccer,HO0505807,HO Soccer Overall Kevlar,44.1,1009,Torwartset,HO Soccer Overall Kevlar,configurable,HO SOCCER,,,,,,,,,,,,,,true
Under Armour,UA1286334-001,Under Armour Fleece Icon ¼ Zip,43.87,1003,Torwart Trainingsoberteile,Under Armour Fleece Icon ¼ Zip,configurable,UNDER ARMOUR,black,Schwarz,,,,,,,,,,,,true
erima,E410103-JUN,Erima Pantaloni portiere Junior,43.63,1002,Torwarthosen,Erima Pantaloni portiere Junior,configurable,erima,black,Schwarz,,,,long,with-padding,,,,,,,true
adidas,AZ11474J,Adidas Tierro 13 Junior,43.44,1002,Torwarthosen,Adidas Tierro 13 Junior,configurable,adidas,black,Schwarz,Adidas Tierro,,,long,with-padding,,,,,,,true
reusch,ETS3918705_500,Reusch Match Short Torwarthose kurz Gel,42.39,1002,Torwarthosen,Reusch Match Short GK-Pants,configurable,REUSCH,yellow,Gelb,,Herren,,,,,,,,,,true
Puma,P703443-07,PUMA LIGA Torwarttrikot Kids Gelb Schwa,42.37,1001,Torwarttrikots,PUMA LIGA GK-Shirt Kids,configurable,PUMA,"yellow, black","Gelb, Schwarz",,,long-sleeve,long,,normal,,round-neck,drycell,laterally,,true
Puma,P702196-33,PUMA Tournament GK Short Torwartshort B,42.17,1002,Torwarthosen,PUMA Tournament GK Short GK-Shorts,configurable,PUMA,blue,Blau,,Herren,,short,,,,,,,,true
erima,E3151801J,erima Rio 2.0 GK-Shorts Jr. (green),41.9,1002,Torwarthosen,erima Rio 2.0 GK-Shorts Jr. (green),configurable,erima,green,Grün,,,,short,,,,,,,,true
NIKE,N707057-775,Nike Stadium GK-Short Jun. (yellow),41.68,1002,Torwarthosen,Nike Stadium GK-Short (yellow),configurable,NIKE,yellow,Gelb,,,,short,,,,,,,,true
Puma,P702089-55,Puma Stadium GK Shirt,41.39,1001,Torwarttrikots,Puma Stadium GK Shirt,configurable,PUMA,yellow,Gelb,,,,long,,,,,,,,true
NIKE,N588415-550,Nike Goleiro GK-short (berry),41.28,1002,Torwarthosen,,,,,,,,,,,,,,,,,false
adidas,ACV6349J,adidas AdiPro 18 Torwarttrikot lang Kid,40.98,1001,Torwarttrikots,adidas AdiPro 18 Jersey Jun. (orange),configurable,adidas,orange,Orange,,,,long,,,,,,,,true
Puma,P703443-08,PUMA LIGA Torwarttrikot Kids Blau Schwa,39.95,1001,Torwarttrikots,PUMA LIGA GK-Shirt Kids,configurable,PUMA,"black, blue","Schwarz, Blau",,,long-sleeve,long,,normal,,round-neck,drycell,laterally,,true
adidas,AM62109,Adidas Promo GK-Shorts (red),38.16,1002,Torwarthosen,Adidas Promo GK-Shorts (red),configurable,adidas,,,,,,short,,,,,,,,true
NIKE,N927209-012,NIKE Promo Compression Top l/s (grey),37.77,1004,Torwart Unterziehshirts,NIKE Promo Compression Top l/s (grey),configurable,NIKE,grey,Grau,,,,long,,,,,,,,true
Puma,P702089-33,PUMA Stadium GK Shirt Torwarttrikot Gra,37.7,1001,Torwarttrikots,PUMA Stadium GK Shirt GK-Shirt,configurable,PUMA,"orange, grey","Orange, Grau",,Herren,,long,,,,,,,,true
Erreà,T40820,Erreà Tyr completo portiere,37.66,1001,Torwarttrikots,Erreà Tyr completo portiere,configurable,Errea,red,Rot,,,,long,,,,,,,,true
Puma,P700783-32,Puma PowerCat 1 GK-Shirt (lime),37.62,1001,Torwarttrikots,,,,,,,,,,,,,,,,,false
JAKO,ETS8905K_09,JAKO Striker 2.0 Torwarttrikot Kids Bla,37.14,1001,Torwarttrikots,JAKO Striker 2.0 GK-Shirt Kids,configurable,Jako,"yellow, blue","Gelb, Blau",,,long-sleeve,,elbow,loose,cuffs,round-neck,"breathability, comfortable, sweat-management, keep-dry",,,true
Hummel,ETS004087_5006,Hummel Essential Torwarttrikot Orange F,36.93,1001,Torwarttrikots,Hummel Essential GK-Shirt,configurable,Hummel,orange,Orange,,Herren,long-sleeve,,elbow,,,round-neck,"breathability, comfortable, lightweight",general,,true
NIKE,NCI1041-477,Nike Promo TW-Short Blau F477,36.89,1002,Torwarthosen,Nike Promo TW-Short,configurable,NIKE,blue,Blau,,Herren,,short,,,,,"breathability, comfortable, lightweight, sweat-management, cooling",,drawstring,true
adidas,ETSAZ5398_000,adidas Assita 17 Torwarttrikot Kids Ora,36.8,1001,Torwarttrikots,adidas Assita 17 GK-Shirt Kids,configurable,adidas,orange,Orange,,,long-sleeve,,,,,,,,,true
adidas,AS29435,Adidas Top 15 GK-Shirt Jun. (red),36.37,1001,Torwarttrikots,adidas Top 15 Goalkeeper GK-Shirt Kids,configurable,adidas,red,Rot,,,,long,with-padding,,,,,,,true
erima,E6132001,Erima Roma Shirt s/s Kids,36.3,1001,Torwarttrikots,Erima Roma Shirt s/s Kids,configurable,erima,"black, blue","Schwarz, Blau",,,short-sleeve,short,,loose,,round-neck,"breathability, comfortable, lightweight, sweat-management",general,,true
adidas,ACF0721,adidas Condivo 18 Short Mint,35.91,1002,Torwarthosen,adidas Condivo 18 Short Mint,configurable,adidas,"white, green","Weiß, Grün",,Herren,,short,,normal,wide,,"breathability, individual-fit, sweat-management, climacool",,drawstring,true
KEEPERsport,KS30007-631,KEEPERsport GKSix Shorts (black/gold),35.12,1002,Torwarthosen,KEEPERsport GKSix Shorts (black/gold),configurable,KEEPERsport,black,Schwarz,,,,short,,,,,,,,true
KEEPERsport,KS212-002,KEEPERsport Undershorts Tiger (yellow),34.34,1005,Torwart Unterziehhosen,KEEPERsport Undershorts Tiger (yellow),configurable,KEEPERsport,yellow,Gelb,,,,short,with-padding,,,,,,,true
Puma,ETS703772_041,PUMA CUP Torwarttrikot langarm Kids Pin,33.97,1001,Torwarttrikots,PUMA CUP GK-Shirt l/s Kids,configurable,PUMA,"pink, purple","Pink, purple",,,long-sleeve,,,,,,"breathability, lightweight, sweat-management",,,true
adidas,AM62097,Adidas Promo GK-Jersey l/s (red),33.25,1001,Torwarttrikots,Adidas Promo GK-Jersey l/s (red),configurable,adidas,,,,,,long,,,,,,,,true
Under Armour,UA1236087-001,UNDER ARMOUR Heatgear s/s junior,32.94,1004,Torwart Unterziehshirts,Under Armour Heatgear Sonic Kids Shirt,configurable,UNDER ARMOUR,,,,,,short,,,,,,,,true
NIKE,N707054-605,Nike Stadium GK-Jersey l/s (red),32.75,1001,Torwarttrikots,Nike Stadium GK-Jersey l/s (red),configurable,NIKE,red,Rot,,,,long,,,,,,,,true
NIKE,N743577-010,Nike Promo GK-Short (black),32.75,1002,Torwarthosen,Nike Promo GK-Short (black),configurable,NIKE,black,Schwarz,,,,short,,,,,,,,true
Sells Goalkeeper,SGP9591,Sells SL Leggings Subzero,32.75,1005,Torwart Unterziehhosen,Sells SL Leggings Subzero,configurable,SELLS,black,Schwarz,Sells Silhouette,,,long,with-padding,,,,,,,true
Puma,P701264-03,Puma PWR-C 1.12 Shorts (black),32.7,1002,Torwarthosen,,,,,,,,,,,,,,,,,false
Puma,P702090-55,Puma Stadium GK Short,32.7,1002,Torwarthosen,Puma Stadium GK Short,configurable,PUMA,yellow,Gelb,,,,short,,,,,,,,true
Erreà,TUM0D0C1200/L,Erreà David sottomaglia s/s,32.67,1004,Torwart Unterziehshirts,,,,,,,,,,,,,,,,,false
JAKO,ETS8905K_01,JAKO Striker 2.0 Torwarttrikot Kids Rot,32.59,1001,Torwarttrikots,JAKO Striker 2.0 GK-Shirt Kids,configurable,Jako,red,Rot,,,long-sleeve,,elbow,loose,cuffs,round-neck,"breathability, comfortable, sweat-management, keep-dry",,,true
erima,E3151802J,erima Rio 2.0 GK-Shorts Jr. (orange),32.5,1002,Torwarthosen,erima Rio 2.0 GK-Shorts Jr. (orange),configurable,erima,orange,Orange,,,,short,,,,,,,,true
KEEPERsport,KS421-048,KEEPERsport GK Shirt GuKra4 3/4 (grey),32.41,1001,Torwarttrikots,KEEPERsport GK Shirt GuKra4 3/4 (grey),configurable,KEEPERsport,grey,Grau,,,,three-quarter,,,,,,,,true
Derbystar,ETS6059_082,Derbystar Hyper Torwarttrikot langarm K,32.13,1001,Torwarttrikots,Derbystar Hyper GK-Shirt l/s Kids,configurable,Derbystar,"black, blue","Schwarz, Blau",,,long-sleeve,,,thin,,u-neck,"breathability, comfortable, elasticity, durability, hold",,,true
