Marke_Code,Marke,ParentSKU,ProductName,Kategorie_Code,Kategorie,Resolution_hint,Extracted_ID,Units_total,Revenue_total,Units_2022,Revenue_2022,Units_2023,Revenue_2023,Units_2024,Revenue_2024,Units_2025,Revenue_2025,Units_2026,Revenue_2026,Units_2022-Q1,Revenue_2022-Q1,Units_2022-Q2,Revenue_2022-Q2,Units_2022-Q3,Revenue_2022-Q3,Units_2022-Q4,Revenue_2022-Q4,Units_2023-Q1,Revenue_2023-Q1,Units_2023-Q2,Revenue_2023-Q2,Units_2023-Q3,Revenue_2023-Q3,Units_2023-Q4,Revenue_2023-Q4,Units_2024-Q1,Revenue_2024-Q1,Units_2024-Q2,Revenue_2024-Q2,Units_2024-Q3,Revenue_2024-Q3,Units_2024-Q4,Revenue_2024-Q4,Units_2025-Q1,Revenue_2025-Q1,Units_2025-Q2,Revenue_2025-Q2,Units_2025-Q3,Revenue_2025-Q3,Units_2025-Q4,Revenue_2025-Q4,Units_2026-Q1,Revenue_2026-Q1,Units_2026-Q2,Revenue_2026-Q2
123,MC David,MC7748R,Mc David HEX GK Short Guard 2.0,1005,Torwart Unterziehhosen,legacy,,124,9137.7,0,0.0,24,1812.7,54,4037.58,43,3055.61,3,231.81,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,11,833.57,13,979.13,7,535.92,11,882.07,30,2190.79,6,428.8,5,368.65,2,147.46,26,1819.41,10,720.09,3,231.81,0,0.0
122,KEEPERsport,KS60052K-906,KEEPERsport Undershorts PowerPadded Kids,1005,Torwart Unterziehhosen,dash_pattern,KS60052K-906,242,8319.35,0,0.0,0,0.0,0,0.0,170,5801.8,72,2517.55,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,5,174.15,68,2721.42,97,2906.23,65,2264.3,7,253.25
122,KEEPERsport,KS60011-632,KEEPERsport Underpants PowerPads Hero,1005,Torwart Unterziehhosen,dash_pattern,KS60011-632,193,8125.19,152,6429.46,41,1695.73,0,0.0,0,0.0,0,0.0,71,3120.46,27,1064.48,35,1485.97,19,758.55,5,221.8,3,124.02,12,526.44,21,823.47,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
122,KEEPERsport,KS60028-406,KEEPERsport Unterziehose Unpadded Blau,1005,Torwart Unterziehhosen,dash_pattern,KS60028-406,579,7748.72,5,95.85,85,1461.31,271,3387.85,209,2684.11,9,119.6,0,0.0,0,0.0,0,0.0,5,95.85,3,75.51,5,121.51,35,596.93,42,667.36,32,578.58,20,354.54,141,1632.3,78,822.43,56,686.6,31,422.33,88,1141.43,34,433.75,9,119.6,0,0.0
122,KEEPERsport,KS60062K-906,KEEPERsport PP AntiAbrasion Hose Kids S,1005,Torwart Unterziehhosen,dash_pattern,KS60062K-906,155,7458.58,0,0.0,0,0.0,0,0.0,116,5694.28,39,1764.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,128.26,49,2588.08,64,2977.94,36,1603.21,3,161.09
122,KEEPERsport,KS60008-999,KEEPERsport Torwart Unterziehshort Kids,1005,Torwart Unterziehhosen,dash_pattern,KS60008-999,217,7379.13,124,4854.32,53,1574.05,28,595.38,12,355.38,0,0.0,39,1830.69,16,646.88,41,1430.08,28,946.67,6,215.08,10,333.36,19,537.36,18,488.25,4,125.4,3,35.96,10,161.07,11,272.95,2,57.38,4,123.78,6,174.22,0,0.0,0,0.0,0,0.0
122,KEEPERsport,KS60012-999,KEEPERsport Torwart Unterziehhose Kids,1005,Torwart Unterziehhosen,dash_pattern,KS60012-999,180,7099.68,118,5247.25,40,1453.08,22,399.35,0,0.0,0,0.0,41,2047.48,8,425.41,34,1393.18,35,1381.18,4,164.2,0,0.0,13,467.09,23,821.79,3,107.81,2,40.52,4,50.34,13,200.68,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
123,MC David,MC7745,McDavid Hex Goalkeeper 3/4 Pant,1005,Torwart Unterziehhosen,legacy,,84,6619.03,73,5734.78,10,790.59,1,93.66,0,0.0,0,0.0,16,1292.04,10,768.36,44,3429.51,3,244.87,2,161.35,1,83.52,5,380.97,2,164.75,1,93.66,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
122,KEEPERsport,KS60014-116,KEEPERsport Torwart 3/4 Unterziehshirt,1004,Torwart Unterziehshirts,dash_pattern,KS60014-116,179,6173.39,159,5719.42,10,319.09,9,124.85,1,10.03,0,0.0,50,1906.13,45,1656.93,40,1337.21,24,819.15,3,105.31,3,103.28,3,85.54,1,24.96,0,0.0,6,29.46,1,32.31,2,63.08,0,0.0,1,10.03,0,0.0,0,0.0,0,0.0,0,0.0
130,reusch,R5118500-7700,reusch COMPRESSION SHORT SOFT PADDED,1005,Torwart Unterziehhosen,legacy,,172,5987.64,32,1105.23,38,1452.17,57,1943.47,25,800.5,20,686.27,2,69.29,12,395.33,16,564.83,2,75.78,4,183.44,10,365.25,17,648.17,7,255.31,6,210.19,4,129.35,32,1093.04,15,510.89,9,272.57,7,203.26,5,180.54,4,144.13,20,686.27,0,0.0
